Device_ID,IMEI,WiFi MAC ID,Charger Cable Connected,Charging,Button Test,Battery Percentage,NOR Flash Test,EEPROM Test,EEPROM ERASE Test,GPS Test,RTC Test,Scanner 1 Test,Scanner 2 Test,WiFi Test,Validity,Board Test Result,TimeStamp,Server,Product code,Start_up packet,Health packet,comm_mode,comm_mode,wifi_fw_ver,firmware_version,hardware_version,communication_mode,BLE Scanner,Lora Scanner,Application Test Result
GSWCL00380,8.67689E+14,A0:B7:65:52:E4:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:05:58,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00381,8.67689E+14,A0:B7:65:52:E4:9C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:07:37,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00382,8.67689E+14,48:E7:29:A1:20:CC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:09:00,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00383,8.67689E+14,48:E7:29:A0:E1:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:09:30,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00384,8.67689E+14,A0:B7:65:52:B8:2C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:09:59,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00385,8.67689E+14,A0:B7:65:52:B9:20,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:10:28,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00386,8.67689E+14,B0:A7:32:0E:18:EC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:10:57,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00387,8.67689E+14,A0:B7:65:52:BF:B4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:11:46,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00388,8.67689E+14,48:E7:29:A1:11:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:12:14,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00389,8.67689E+14,A0:B7:65:52:B8:48,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:12:42,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00390,8.67689E+14,48:E7:29:A1:03:C4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:13:22,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00391,8.67689E+14,B0:A7:32:0C:C9:FC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:14:02,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00392,8.67689E+14,A0:B7:65:52:BF:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:14:31,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00393,8.67689E+14,B0:A7:32:0C:C0:4C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:15:00,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00394,8.67689E+14,48:E7:29:A1:21:98,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:15:29,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00395,8.67689E+14,48:E7:29:A1:14:24,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:15:58,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00396,8.67689E+14,48:E7:29:A1:03:84,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:16:53,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00397,8.67689E+14,A0:B7:65:52:B8:68,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:17:23,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00398,8.67689E+14,A0:B7:65:52:B7:F4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,06:06:2023 18:18:22,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00399,8.67689E+14,A0:B7:65:52:BF:EC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:00:05,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00400,8.67689E+14,48:E7:29:A1:03:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:02:20,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00401,8.67689E+14,48:E7:29:A1:21:10,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:52:26,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00402,8.67689E+14,48:E7:29:A1:21:20,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:22:05,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00403,8.67689E+14,A0:B7:65:52:F3:14,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:14:53,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00404,8.67689E+14,A0:B7:65:52:BF:BC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:56:29,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00405,8.67689E+14,A0:B7:65:52:E4:88,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:00:37,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00406,8.67689E+14,B0:A7:32:0C:F4:90,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:11:36,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00407,8.67689E+14,48:E7:29:A1:03:3C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:12:28,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00408,8.67689E+14,48:E7:29:A1:20:E0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:43:45,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00409,8.67689E+14,48:E7:29:A1:13:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:12:52,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00410,8.67689E+14,A0:B7:65:52:BA:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:23:20,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00411,8.67689E+14,24:DC:C3:C4:0A:FC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:11:10,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00412,8.67689E+14,A0:B7:65:52:C0:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:21:40,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00413,8.67689E+14,A0:B7:65:52:BA:9C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:56:02,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00414,8.67689E+14,48:E7:29:A1:13:90,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:14:30,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00415,8.67689E+14,A0:B7:65:52:F3:4C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:14:03,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00416,8.67689E+14,48:E7:29:A1:13:E8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:59:12,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00417,8.67689E+14,48:E7:29:99:CE:B0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:51:36,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00418,8.67689E+14,48:E7:29:A1:11:E4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:39:32,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00419,8.67689E+14,A0:B7:65:52:EB:60,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:26:29,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00420,8.67689E+14,A0:B7:65:52:EB:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:26:01,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00421,8.67689E+14,A0:B7:65:52:EC:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:13:14,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00422,8.67689E+14,A0:B7:65:52:F3:A4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:06:40,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00423,8.67689E+14,24:DC:C3:C4:0A:AC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:18:48,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00424,8.67689E+14,48:E7:29:A1:21:64,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:24:21,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00425,8.67689E+14,A0:B7:65:52:E1:BC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:48:35,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00426,8.67689E+14,A0:B7:65:52:D4:B0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:50:45,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00427,8.67689E+14,24:DC:C3:C4:0B:2C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:15:18,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00428,8.67689E+14,B0:A7:32:0C:DF:6C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:56:55,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00429,8.67689E+14,B0:A7:32:0C:F7:F8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:17:58,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00430,8.67689E+14,24:DC:C3:C0:22:04,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:18:21,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00431,8.67689E+14,A0:B7:65:52:EB:5C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:52:58,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00432,8.67689E+14,A0:B7:65:52:D3:B4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:16:55,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00433,8.67689E+14,A0:B7:65:52:EB:A4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:59:40,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00434,8.67689E+14,A0:B7:65:52:EC:18,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:25:38,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00435,8.67689E+14,A0:B7:65:52:E3:1C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:55:18,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00436,8.67689E+14,A0:B7:65:52:F3:C0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:16:07,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00437,8.67689E+14,24:DC:C3:C0:2B:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:17:28,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00438,8.67689E+14,A0:B7:65:52:E1:E0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:54:01,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00439,8.67689E+14,24:DC:C3:C0:31:28,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:25:11,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00440,8.67689E+14,A0:B7:65:52:E2:2C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:55:15,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00441,8.67689E+14,A0:B7:65:52:DD:2C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:24:47,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00442,8.67689E+14,A0:B7:65:52:F5:74,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:13:38,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00443,8.67689E+14,A0:B7:65:52:EB:AC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:12:02,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00444,8.67689E+14,48:E7:29:A1:11:E8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:10:00,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00445,8.67689E+14,24:DC:C3:C0:31:44,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:01:53,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00446,8.67689E+14,B0:A7:32:0D:68:FC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 12:54:49,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00447,8.67689E+14,24:DC:C3:C0:30:F8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:26:54,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00448,8.67689E+14,A0:B7:65:52:C6:84,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:07:07,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00449,8.67689E+14,A0:B7:65:52:E5:6C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 13:22:57,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00450,8.67689E+14,A0:B7:65:52:E1:44,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:44:35,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00451,8.67689E+14,A0:B7:65:52:FA:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:56:37,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00452,8.67689E+14,A0:B7:65:52:E0:E4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:49:40,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00453,8.67689E+14,A0:B7:65:52:E1:88,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:56:02,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00454,8.67689E+14,A0:B7:65:52:EB:F0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:21:06,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00455,8.67689E+14,A0:B7:65:52:E1:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:13:16,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00456,8.67689E+14,A0:B7:65:52:FA:9C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:50:42,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00457,8.67689E+14,A0:B7:65:52:E1:98,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:37:06,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00458,8.67689E+14,A0:B7:65:52:E3:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:26:12,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00459,8.67689E+14,A0:B7:65:52:DD:34,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:20:33,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00460,8.67689E+14,48:E7:29:A1:21:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:14:20,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00461,8.67689E+14,24:DC:C3:C0:31:1C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:36:01,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00462,8.67689E+14,A0:B7:65:52:E0:00,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:20:00,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00463,8.67689E+14,A0:B7:65:52:EB:E0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:33:31,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00464,8.67689E+14,A0:B7:65:52:E1:B0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:03:07,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00465,8.67689E+14,A0:B7:65:52:EC:D8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:52:23,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00466,8.67689E+14,A0:B7:65:52:E3:60,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:55:30,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00467,8.67689E+14,A0:B7:65:52:D4:B8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:04:12,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00468,8.67689E+14,A0:B7:65:52:E0:14,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:52:54,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00469,8.67689E+14,A0:B7:65:52:E4:48,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:57:36,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00470,8.67689E+14,48:E7:29:A1:12:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:50:09,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00471,8.67689E+14,48:E7:29:A1:12:44,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:53:18,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00472,8.67689E+14,24:DC:C3:C0:31:18,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:15:54,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00473,8.67689E+14,A0:B7:65:52:ED:0C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:22:25,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00474,8.67689E+14,A0:B7:65:52:E3:8C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:16:29,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00475,8.67689E+14,A0:B7:65:52:E3:4C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:53:50,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00476,8.67689E+14,24:DC:C3:C4:0A:CC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:15:22,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00477,8.67689E+14,A0:B7:65:52:C6:C0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:18:04,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00478,8.67689E+14,A0:B7:65:52:E3:40,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:03:38,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00479,8.67689E+14,A0:B7:65:52:E6:2C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:02:35,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00480,8.67689E+14,A0:B7:65:52:E0:30,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:09:13,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00481,8.67689E+14,A0:B7:65:52:E6:04,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:48:35,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00482,8.67689E+14,A0:B7:65:52:E5:04,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:05:16,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00483,8.67689E+14,48:E7:29:A1:21:08,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 17:49:55,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
GSWCL00484,8.67689E+14,A0:B7:65:52:FA:E0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,07:06:2023 18:07:53,AWS_MQTT,ggwcl100,received,received,Cellular,WiFi,1.07,1.17,1.1,AWS_MQTT,1,1,1
