Device_ID,User Switch,Flash,Temperature Sensor,Temperature,Humidity,Radio,Sleep Current (uA),Date
H4200835,1,1,1,28.9,53,1,4.8847009,13:02:2024 15:12:20
H4200836,1,1,1,29.3,53,1,4.309757,13:02:2024 15:07:51
H4200837,1,1,1,28.7,48,1,4.3800307,13:02:2024 15:38:43
H4200838,1,1,1,28.5,51,1,5.0800053,13:02:2024 16:01:58
H4200839,1,1,1,29,52,1,4.8309005,13:02:2024 15:22:13
H4200840,1,1,1,28.3,47,1,5.0080075,13:02:2024 16:06:37
H4200841,1,1,1,29.1,50,1,5.0487063,13:02:2024 15:10:33
H4200842,1,1,1,28.8,53,1,3.44065,13:02:2024 15:58:07
H4200843,1,1,1,29,50,1,5.6404706,13:02:2024 14:48:05
H4200844,1,1,1,29.3,52,1,5.005436,13:02:2024 16:02:33
H4200845,1,1,1,28.9,46,1,5.0077765,13:02:2024 14:33:28
H4200846,1,1,1,29.8,52,1,4.8000085,13:02:2024 15:46:51
H4200847,1,1,1,30.7,42,1,4.9506646,13:02:2024 15:34:08
H4200848,1,1,1,28.6,53,1,4.744348,13:02:2024 15:11:43
H4200849,1,1,1,29.1,51,1,5.0085388,13:02:2024 14:57:46
H4200850,1,1,1,29,46,1,5.0098546,13:02:2024 15:23:44
H4200851,1,1,1,28.1,49,1,5.0943,13:02:2024 15:15:09
H4200852,1,1,1,30.5,45,1,5.6800007,13:02:2024 16:05:57
H4200853,1,1,1,29.1,50,1,3.674704,13:02:2024 15:57:12
H4200854,1,1,1,29.3,51,1,4.39008,13:02:2024 15:05:15
H4200855,1,1,1,28.6,53,1,5.6736906,13:02:2024 15:55:55
H4200856,1,1,1,30.9,49,1,5.0870953,13:02:2024 14:35:35
H4200857,1,1,1,29.7,52,1,4.9064089,13:02:2024 16:04:10
H4200858,1,1,1,28.8,52,1,4.3789308,13:02:2024 14:59:00
H4200859,1,1,1,29.3,49,1,5.054957,13:02:2024 15:30:27
H4200860,1,1,1,30.3,44,1,5.0505005,13:02:2024 15:40:27
H4200861,1,1,1,29.3,44,1,3.4500676,13:02:2024 15:41:08
H4200862,1,1,1,29,47,1,4.3099045,13:02:2024 15:28:14
H4200863,1,1,1,29.4,52,1,5.6696086,13:02:2024 15:41:44
H4200864,1,1,1,28.9,52,1,5.635909,13:02:2024 16:00:52
H4200865,1,1,1,29.3,52,1,3.6905093,13:02:2024 15:48:40
H4200866,1,1,1,29,51,1,5.046378,13:02:2024 15:46:15
H4200867,1,1,1,30,40,1,5.070777,13:02:2024 15:53:24
H4200868,1,1,1,29.2,52,1,5.66906,13:02:2024 14:32:32
H4200869,1,1,1,29.4,45,1,5.6300045,13:02:2024 15:03:32
H4200870,1,1,1,29.2,46,1,3.4946004,13:02:2024 15:27:40
H4200871,1,1,1,28.9,50,1,3.4630869,13:02:2024 14:51:51
H4200872,1,1,1,29.4,49,1,4.3085453,13:02:2024 15:11:09
H4200873,1,1,1,28.2,48,1,5.0894056,13:02:2024 14:55:06
H4200874,1,1,1,30.1,43,1,4.8636045,13:02:2024 15:14:30
H4200875,1,1,1,28.7,52,1,3.4637305,13:02:2024 14:54:28
H4200876,1,1,1,28.9,52,1,3.6654949,13:02:2024 15:24:23
H4200877,1,1,1,29.1,53,1,5.0558683,13:02:2024 15:20:20
H4200878,1,1,1,29,49,1,4.8008065,13:02:2024 14:42:19
H4200879,1,1,1,28.4,45,1,5.0047547,13:02:2024 15:15:55
H4200880,1,1,1,29.6,50,1,5.6300474,13:02:2024 15:36:21
H4200881,1,1,1,30.2,43,1,4.7340039,13:02:2024 15:25:30
H4200882,1,1,1,30,45,1,5.03478,13:02:2024 15:44:05
H4200883,1,1,1,29.1,52,1,3.4005,13:02:2024 15:26:41
H4200884,1,1,1,29.4,49,1,5.0096305,13:02:2024 14:55:43
H4200885,1,1,1,29.9,44,1,4.7300364,13:02:2024 15:28:47
H4200886,1,1,1,30.1,43,1,3.6600309,13:02:2024 15:59:48
H4200887,1,1,1,29.1,53,1,4.8854639,13:02:2024 16:03:11
H4200888,1,1,1,28.1,52,1,5.0460585,13:02:2024 15:01:38
H4200889,1,1,1,29.5,52,1,4.8950344,13:02:2024 15:42:43
H4200890,1,1,1,29,51,1,3.4033049,13:02:2024 15:29:25
H4200891,1,1,1,28.8,52,1,3.4006967,13:02:2024 16:07:13
H4200892,1,1,1,29.5,50,1,5.0009039,13:02:2024 15:49:24
H4200893,1,1,1,30.2,41,1,4.804005,13:02:2024 15:21:26
H4200894,1,1,1,28.9,51,1,3.4033983,13:02:2024 15:51:48
H4200895,1,1,1,28.5,51,1,3.4070557,13:02:2024 15:45:14
H4200896,1,1,1,29.4,49,1,5.0000809,13:02:2024 14:44:24
H4200897,1,1,1,29.9,45,1,4.90067,13:02:2024 14:34:07
H4200898,1,1,1,28.6,51,1,5.0089843,13:02:2024 15:13:11
H4200899,1,1,1,28.6,52,1,4.3968039,13:02:2024 15:54:11
H4200900,1,1,1,29.1,49,1,3.6795897,13:02:2024 18:15:38
H4200901,1,1,1,29.7,48,1,4.7040733,13:02:2024 18:16:22
H4200902,1,1,1,28.7,52,1,3.440753,13:02:2024 17:51:32
H4200903,1,1,1,28.4,53,1,3.40639,13:02:2024 17:30:01
H4200904,1,1,1,29.7,51,1,5.0004891,13:02:2024 17:37:40
H4200905,1,1,1,29.2,53,1,4.9306005,13:02:2024 18:13:01
H4200906,1,1,1,29,45,1,5.0576474,13:02:2024 18:13:39
H4200907,1,1,1,28.8,50,1,4.8990478,13:02:2024 17:47:37
H4200908,1,1,1,29.9,46,1,4.7005009,13:02:2024 17:53:59
H4200909,1,1,1,30.1,44,1,5.0003006,13:02:2024 17:48:17
H4200910,1,1,1,30,45,1,4.363777,13:02:2024 17:29:16
H4200911,1,1,1,29.6,51,1,5.005008,13:02:2024 17:52:48
H4200912,1,1,1,30,44,1,5.0405707,13:02:2024 17:25:21
H4200913,1,1,1,29.2,53,1,5.0380086,13:02:2024 17:45:33
H4200914,1,1,1,30.1,43,1,4.874386,13:02:2024 17:30:45
H4200915,1,1,1,29.3,51,1,5.088635,13:02:2024 17:43:33
H4200916,1,1,1,30.2,44,1,4.350603,13:02:2024 17:49:38
H4200917,1,1,1,29.2,52,1,5.678034,13:02:2024 17:42:48
H4200918,1,1,1,28.7,43,1,3.4000558,13:02:2024 18:14:16
H4200919,1,1,1,29.5,51,1,4.989768,13:02:2024 18:19:14
H4200920,1,1,1,28.6,47,1,4.989768,13:02:2024 17:59:23
H4200921,1,1,1,29.7,51,1,5.0708033,13:02:2024 17:32:41
H4200922,1,1,1,28.7,46,1,4.8309774,13:02:2024 17:24:47
H4200923,1,1,1,30.5,44,1,3.485306,13:02:2024 17:26:31
H4200924,1,1,1,28.7,52,1,3.6540683,13:02:2024 17:03:08
H4200925,1,1,1,28.6,50,1,4.340056,13:02:2024 17:52:13
H4200926,1,1,1,29,48,1,4.958005,13:02:2024 17:41:26
H4200927,1,1,1,28,49,1,4.3785076,13:02:2024 17:32:05
H4200928,1,1,1,29.1,50,1,4.709788,13:02:2024 17:46:47
H4200929,1,1,1,29.2,51,1,5.0005347,13:02:2024 18:19:53
H4200930,1,1,1,30.3,45,1,4.968553,13:02:2024 17:31:25
H4200931,1,1,1,29.3,53,1,4.8374669,13:02:2024 18:12:22
H4200932,1,1,1,29.1,51,1,4.9805564,13:02:2024 17:49:02
H4200933,1,1,1,29.5,52,1,5.648,13:02:2024 17:40:46
H4200934,1,1,1,28.7,52,1,5.637684,13:02:2024 16:40:21
H4200935,1,1,1,29.6,49,1,5.056499,13:02:2024 17:00:40
H4200936,1,1,1,28.9,46,1,3.658037,13:02:2024 18:03:36
H4200937,1,1,1,29.1,51,1,5.0030508,13:02:2024 17:22:55
H4200938,1,1,1,29,51,1,3.6979505,13:02:2024 17:50:20
H4200939,1,1,1,29.5,49,1,3.4570065,13:02:2024 18:17:47
H4200940,1,1,1,28.9,51,1,4.7790909,13:02:2024 17:24:07
H4200941,1,1,1,28.9,53,1,4.345945,13:02:2024 18:01:07
H4200942,1,1,1,29.2,50,1,5.0545707,13:02:2024 18:18:28
H4200943,1,1,1,29,53,1,5.6856909,13:02:2024 17:38:17
H4200944,1,1,1,29,52,1,4.9307907,13:02:2024 18:14:56
H4200945,1,1,1,29,52,1,5.03808,13:02:2024 17:33:36
H4200946,1,1,1,28.9,45,1,3.6800004,13:02:2024 17:34:15
H4200947,1,1,1,29,52,1,5.0674694,13:02:2024 17:46:11
H4200948,1,1,1,29.1,47,1,5.0057053,13:02:2024 17:05:21
H4200949,1,1,1,29.9,43,1,4.79946,13:02:2024 18:08:21
H4200950,1,1,1,28.6,50,1,5.0375056,13:02:2024 17:01:16
H4200951,1,1,1,29.1,53,1,3.4896703,13:02:2024 18:11:48
H4200952,1,1,1,29.4,51,1,5.6854608,13:02:2024 17:53:24
H4200953,1,1,1,29.2,51,1,3.497779,13:02:2024 18:20:30
H4200954,1,1,1,29.4,49,1,4.9095387,13:02:2024 17:54:38
H4200955,1,1,1,28.5,52,1,4.7090635,13:02:2024 17:15:02
H4200956,1,1,1,29.2,49,1,5.6800466,13:02:2024 17:35:23
H4200957,1,1,1,29.3,44,1,4.8000496,13:02:2024 17:07:37
H4200958,1,1,1,29.4,50,1,3.6053378,13:02:2024 16:43:26
H4200959,1,1,1,30.7,44,1,5.6008066,13:02:2024 18:17:06
H4200960,1,1,1,29.2,50,1,5.6676385,13:02:2024 17:20:22
H4200961,1,1,1,29.5,52,1,5.0040708,13:02:2024 18:00:27
H4200962,1,1,1,29.2,53,1,5.6498981,13:02:2024 17:39:37
H4200963,1,1,1,29.4,51,1,4.36000704,13:02:2024 17:50:59
H4200964,1,1,1,29,48,1,5.6580075,13:02:2024 16:57:06
H4200965,1,1,1,28.7,52,1,5.0533739,13:02:2024 17:15:41
H4200966,1,1,1,29.1,50,1,5.004009,13:02:2024 17:12:11
H4200967,1,1,1,29.4,54,1,3.4709773,13:02:2024 17:19:23
H4200968,1,1,1,29,52,1,4.736974,13:02:2024 16:45:02
H4200969,1,1,1,30.6,43,1,3.654583,13:02:2024 16:46:16
H4200970,1,1,1,28.8,54,1,3.6749908,13:02:2024 16:55:38
H4200971,1,1,1,28.8,49,1,4.3770043,13:02:2024 17:01:56
H4200972,1,1,1,28.8,45,1,4.800365,13:02:2024 17:13:24
H4200973,1,1,1,28.3,43,1,5.0940854,13:02:2024 17:07:02
H4200974,1,1,1,29.6,52,1,4.7040006,13:02:2024 17:06:19
H4200975,1,1,1,28.3,53,1,4.8090079,13:02:2024 17:10:32
H4200976,1,1,1,30.3,45,1,5.0960576,13:02:2024 17:38:58
H4200977,1,1,1,28.7,48,1,4.9056783,13:02:2024 16:59:31
H4200978,1,1,1,29,50,1,5.0006605,13:02:2024 16:31:27
H4200979,1,1,1,29.2,52,1,3.6744037,13:02:2024 16:33:45
H4200980,1,1,1,28.3,44,1,3.4003797,13:02:2024 17:44:50
H4200981,1,1,1,28.6,44,1,3.4477956,13:02:2024 16:58:59
H4200982,1,1,1,28.5,52,1,4.7044684,13:02:2024 17:14:18
H4200983,1,1,1,29.5,49,1,3.6509949,13:02:2024 17:22:12
H4200984,1,1,1,29,51,1,4.3306765,13:02:2024 17:17:16
H4200985,1,1,1,30.6,45,1,4.380095,13:02:2024 17:21:27
H4200986,1,1,1,28.9,52,1,4.990743,13:02:2024 17:36:30
H4200987,1,1,1,29.5,51,1,5.0433954,13:02:2024 16:27:50
H4200988,1,1,1,28.4,42,1,3.603865,13:02:2024 16:47:15
H4200989,1,1,1,29.9,52,1,4.936605,13:02:2024 16:58:23
H4200990,1,1,1,29.1,48,1,5.0004006,13:02:2024 17:35:57
H4200991,1,1,1,29.6,51,1,4.700839,13:02:2024 17:42:11
H4200992,1,1,1,28.9,47,1,5.036406,13:02:2024 17:37:05
H4200993,1,1,1,28.6,53,1,3.6675789,13:02:2024 17:00:04
H4200994,1,1,1,30.7,45,1,5.0800807,13:02:2024 17:16:24
H4200995,1,1,1,29.9,43,1,5.0005678,13:02:2024 16:30:36
H4200996,1,1,1,28.2,45,1,5.6440865,13:02:2024 17:11:07
H4200997,1,1,1,28.7,45,1,4.3045707,13:02:2024 16:38:48
H4200998,1,1,1,30.6,43,1,5.063334,13:02:2024 17:40:13
H4200999,1,1,1,29.5,49,1,4.807,13:02:2024 17:08:38
H4201000,1,1,1,28.9,53,1,5.6550477,13:02:2024 12:51:14
H4201001,1,1,1,30.3,42,1,5.0849346,14:02:2024 13:11:49
H4201002,1,1,1,29.9,44,1,4.76998,14:02:2024 13:36:56
H4201003,1,1,1,29.5,48,1,5.6009063,14:02:2024 13:09:01
H4201004,1,1,1,29,52,1,3.4300045,14:02:2024 13:10:52
H4201005,1,1,1,28.4,44,1,4.3700504,14:02:2024 13:13:16
H4201006,1,1,1,29.4,45,1,5.0403888,14:02:2024 13:26:03
H4201007,1,1,1,29.8,52,1,5.046709,14:02:2024 13:09:25
H4201008,1,1,1,28.8,52,1,4.3770005,14:02:2024 13:19:43
H4201009,1,1,1,29.2,53,1,4.9370536,14:02:2024 13:22:54
H4201010,1,1,1,28.6,52,1,3.6890444,14:02:2024 13:26:30
H4201011,1,1,1,28.9,48,1,3.65869917,14:02:2024 13:27:54
H4201012,1,1,1,29.3,38,1,3.6863084,14:02:2024 13:07:42
H4201013,1,1,1,29.9,44,1,3.4530614,14:02:2024 13:35:32
H4201014,1,1,1,30.2,44,1,7.049209,14:02:2024 13:10:21
H4201015,1,1,1,29.2,53,1,4.324923,14:02:2024 13:22:04
H4201016,1,1,1,28.9,53,1,4.9543049,14:02:2024 12:51:42
H4201017,1,1,1,28.7,52,1,7.0915253,14:02:2024 13:03:07
H4201018,1,1,1,29.7,50,1,3.4754603,14:02:2024 13:34:12
H4201019,1,1,1,28.6,45,1,5.6554902,14:02:2024 13:13:42
H4201020,1,1,1,28.1,52,1,3.4031264,14:02:2024 13:05:22
H4201021,1,1,1,28.7,42,1,3.4729936,14:02:2024 13:35:06
H4201022,1,1,1,29,52,1,7.0084313,14:02:2024 13:07:16
H4201023,1,1,1,28.6,47,1,4.8064539,14:02:2024 13:30:46
H4201024,1,1,1,28.7,49,1,5.6899466,14:02:2024 13:14:06
H4201025,1,1,1,29.1,50,1,3.6238484,14:02:2024 13:03:31
H4201026,1,1,1,29.3,45,1,4.7817478,14:02:2024 13:34:38
H4201027,1,1,1,29.3,49,1,3.6727412,14:02:2024 13:11:22
H4201028,1,1,1,29.4,47,1,5.6590434,14:02:2024 13:38:59
H4201029,1,1,1,29,51,1,5.0833644,14:02:2024 13:38:31
H4201030,1,1,1,28.9,46,1,3.4073717,14:02:2024 13:30:20
H4201031,1,1,1,29.4,52,1,3.6557768,14:02:2024 13:01:44
H4201032,1,1,1,30.7,42,1,3.6042864,14:02:2024 13:08:34
H4201033,1,1,1,30.1,44,1,6.1111887,14:02:2024 13:18:07
H4201034,1,1,1,29.9,44,1,4.9728833,14:02:2024 13:27:00
H4201035,1,1,1,29.3,49,1,6.1266658,14:02:2024 13:16:13
H4201036,1,1,1,29,54,1,6.1831765,14:02:2024 13:23:28
H4201037,1,1,1,28.8,48,1,6.1562537,14:02:2024 12:56:25
H4201038,1,1,1,28.9,53,1,7.0271338,14:02:2024 12:50:34
H4201039,1,1,1,28.9,52,1,4.3759994,14:02:2024 12:57:27
H4201040,1,1,1,28.6,51,1,3.6589707,14:02:2024 13:18:45
H4201041,1,1,1,28.6,44,1,5.0447681,14:02:2024 13:15:40
H4201042,1,1,1,29.3,53,1,3.4508708,14:02:2024 13:19:13
H4201043,1,1,1,28.9,47,1,3.6241018,14:02:2024 13:32:54
H4201044,1,1,1,28.9,43,1,3.6193883,14:02:2024 13:37:33
H4201045,1,1,1,29.6,50,1,4.3657118,14:02:2024 13:22:28
H4201046,1,1,1,28.8,48,1,5.6923059,14:02:2024 13:16:44
H4201047,1,1,1,28.7,49,1,4.7518865,14:02:2024 13:36:22
H4201048,1,1,1,29,53,1,4.9077917,14:02:2024 12:57:00
H4201049,1,1,1,29.3,52,1,5.0244984,14:02:2024 12:58:05
H4201050,1,1,1,29.4,52,1,5.6470733,14:02:2024 13:00:49
H4201051,1,1,1,29.1,53,1,4.8869456,14:02:2024 12:59:30
H4201052,1,1,1,29.5,50,1,4.3505459,14:02:2024 13:04:57
H4201053,1,1,1,29.2,46,1,5.6884113,14:02:2024 13:21:36
H4201054,1,1,1,29.2,45,1,6.1516938,14:02:2024 13:23:54
H4201055,1,1,1,28.7,48,1,3.6487079,14:02:2024 13:31:53
H4201056,1,1,1,29.9,44,1,6.1912341,14:02:2024 16:46:00
H4201057,1,1,1,29.9,42,1,6.1349034,14:02:2024 12:53:28
H4201058,1,1,1,28.3,48,1,5.0582229,14:02:2024 13:04:22
H4201059,1,1,1,28.8,49,1,5.6192159,14:02:2024 13:12:20
H4201060,1,1,1,29.5,48,1,3.4689728,14:02:2024 13:02:13
H4201061,1,1,1,28.9,52,1,4.7131668,14:02:2024 12:59:00
H4201062,1,1,1,29,51,1,4.8529272,14:02:2024 12:52:35
H4201063,1,1,1,29.3,52,1,5.6047926,14:02:2024 13:44:42
H4201064,1,1,1,29.1,52,1,4.3804688,14:02:2024 13:00:23
H4201065,1,1,1,30.2,43,1,6.1981332,14:02:2024 13:28:49
H4201066,1,1,1,30.3,44,1,3.6697623,14:02:2024 13:03:58
H4201067,1,1,1,29,55,1,4.7039851,14:02:2024 13:25:33
H4201068,1,1,1,28.8,51,1,6.1041415,14:02:2024 13:41:45
H4201069,1,1,1,30,45,1,4.9586691,14:02:2024 12:58:34
H4201070,1,1,1,30.2,44,1,4.3007135,14:02:2024 12:55:44
H4201071,1,1,1,28.8,52,1,6.1318065,14:02:2024 13:08:09
H4201072,1,1,1,28.7,53,1,7.0149576,14:02:2024 13:01:16
H4201073,1,1,1,29.5,52,1,7.0074135,14:02:2024 13:38:04
H4201074,1,1,1,29.2,51,1,4.84445,14:02:2024 13:20:10
H4201075,1,1,1,29,50,1,4.3825697,14:02:2024 13:40:46
H4201076,1,1,1,29.1,53,1,4.7513057,14:02:2024 13:27:27
H4201077,1,1,1,29.1,52,1,4.8655667,14:02:2024 13:02:40
H4201078,1,1,1,28.9,49,1,4.328393,14:02:2024 13:33:47
H4201079,1,1,1,28,53,1,3.4107833,14:02:2024 13:39:27
H4201080,1,1,1,28.1,45,1,4.8314668,14:02:2024 13:24:57
H4201081,1,1,1,28.3,52,1,5.6606093,14:02:2024 13:32:22
H4201082,1,1,1,30.3,43,1,3.4262408,14:02:2024 13:05:49
H4201083,1,1,1,30,46,1,4.9440952,14:02:2024 13:24:24
H4201084,1,1,1,29.5,51,1,5.6308391,14:02:2024 12:53:54
H4201085,1,1,1,29.2,53,1,3.4811993,14:02:2024 12:53:02
H4201086,1,1,1,29.2,52,1,6.133826,14:02:2024 13:12:49
H4201087,1,1,1,29,49,1,7.0207085,14:02:2024 12:54:41
H4201088,1,1,1,29.8,50,1,4.3331656,14:02:2024 13:28:23
H4201089,1,1,1,29,46,1,4.7054344,14:02:2024 12:59:57
H4201090,1,1,1,28.8,50,1,3.6993905,14:02:2024 13:33:21
H4201091,1,1,1,30,44,1,4.3638232,14:02:2024 13:14:34
H4201092,1,1,1,29.4,49,1,4.396449,14:02:2024 13:09:53
H4201093,1,1,1,28.6,44,1,4.9980051,14:02:2024 13:06:22
H4201094,1,1,1,29.4,43,1,3.6926905,14:02:2024 13:41:15
H4201095,1,1,1,28.4,47,1,3.4473388,14:02:2024 13:20:37
H4201096,1,1,1,29.9,45,1,6.1406337,14:02:2024 12:55:17
H4201097,1,1,1,29.6,45,1,4.7283866,14:02:2024 13:21:07
H4201098,1,1,1,28.5,49,1,3.6847739,14:02:2024 13:35:57
H4201099,1,1,1,29.8,42,1,3.6461431,14:02:2024 13:06:51
H4201100,1,1,1,30.4,42,1,4.7326937,14:02:2024 12:40:00
H4201101,1,1,1,29.5,52,1,4.984673,14:02:2024 12:32:25
H4201102,1,1,1,29.1,50,1,4.9048445,14:02:2024 12:30:48
H4201103,1,1,1,29.4,51,1,5.0470437,14:02:2024 12:37:38
H4201104,1,1,1,29.5,48,1,5.659841,14:02:2024 12:26:56
H4201105,1,1,1,28.7,49,1,4.3767567,14:02:2024 12:15:39
H4201106,1,1,1,28.9,52,1,4.8584188,14:02:2024 12:20:30
H4201107,1,1,1,30.2,43,1,4.9418215,14:02:2024 12:19:37
H4201108,1,1,1,29.1,52,1,5.021468,14:02:2024 12:38:04
H4201109,1,1,1,28.1,48,1,4.9170719,14:02:2024 12:28:17
H4201110,1,1,1,30.5,45,1,4.887815,14:02:2024 12:06:03
H4201111,1,1,1,29.2,49,1,4.3967828,14:02:2024 12:30:22
H4201112,1,1,1,30.4,44,1,5.0669045,14:02:2024 12:40:52
H4201113,1,1,1,28.2,47,1,3.4778588,14:02:2024 12:36:15
H4201114,1,1,1,28.9,49,1,4.316303,14:02:2024 12:23:57
H4201115,1,1,1,29.1,50,1,4.8778987,14:02:2024 12:29:57
H4201116,1,1,1,28.3,47,1,5.6820787,14:02:2024 12:32:58
H4201117,1,1,1,29,53,1,5.6547001,14:02:2024 12:14:47
H4201118,1,1,1,29.1,49,1,5.654128,14:02:2024 10:44:16
H4201119,1,1,1,28.5,52,1,4.3177136,14:02:2024 12:09:18
H4201120,1,1,1,29,51,1,3.4692873,14:02:2024 12:39:30
H4201121,1,1,1,29.6,49,1,4.9301644,14:02:2024 12:24:54
H4201122,1,1,1,28.5,49,1,7.06432,14:02:2024 12:04:46
H4201123,1,1,1,29.3,50,1,6.1472761,14:02:2024 12:05:13
H4201124,1,1,1,29.2,49,1,5.6874214,14:02:2024 12:03:15
H4201125,1,1,1,29.6,47,1,5.6887626,14:02:2024 12:33:25
H4201126,1,1,1,30.1,44,1,3.464637,14:02:2024 12:33:53
H4201127,1,1,1,29.4,49,1,4.7234357,14:02:2024 12:22:05
H4201128,1,1,1,29.2,49,1,7.0676912,14:02:2024 12:25:50
H4201129,1,1,1,29,48,1,4.8378199,14:02:2024 11:58:44
H4201130,1,1,1,29.3,52,1,3.4196191,14:02:2024 12:01:54
H4201131,1,1,1,29.3,52,1,3.6406011,14:02:2024 12:21:36
H4201132,1,1,1,28.8,52,1,4.8540261,14:02:2024 12:29:32
H4201133,1,1,1,28.7,52,1,6.1968271,14:02:2024 12:22:34
H4201134,1,1,1,28.9,53,1,5.6271457,14:02:2024 12:07:55
H4201135,1,1,1,29.5,48,1,4.7829123,14:02:2024 12:13:26
H4201136,1,1,1,28.6,52,1,6.1799547,14:02:2024 12:31:53
H4201137,1,1,1,28.7,48,1,4.867551,14:02:2024 12:27:51
H4201138,1,1,1,29.5,51,1,4.8684885,14:02:2024 09:52:28
H4201139,1,1,1,28.8,51,1,6.1245465,14:02:2024 12:03:51
H4201140,1,1,1,29.4,51,1,4.7003895,14:02:2024 12:01:24
H4201141,1,1,1,29.8,48,1,3.4522533,14:02:2024 12:17:01
H4201142,1,1,1,29.1,49,1,5.0652161,14:02:2024 12:05:38
H4201143,1,1,1,29.1,53,1,3.4525885,14:02:2024 12:19:11
H4201144,1,1,1,29.8,50,1,5.6020329,14:02:2024 12:02:19
H4201145,1,1,1,28.5,48,1,6.1832076,14:02:2024 09:54:41
H4201146,1,1,1,29.9,43,1,7.0576102,14:02:2024 09:55:58
H4201147,1,1,1,28.7,53,1,5.0362902,14:02:2024 12:12:23
H4201148,1,1,1,29,54,1,4.7225734,14:02:2024 12:10:08
H4201149,1,1,1,29.7,45,1,7.0400502,14:02:2024 12:38:29
H4201150,1,1,1,30.2,45,1,3.462781,14:02:2024 12:10:32
H4201151,1,1,1,30.2,41,1,5.6992181,14:02:2024 12:24:27
H4201152,1,1,1,28.7,52,1,4.7614779,14:02:2024 12:02:51
H4201153,1,1,1,29.5,53,1,5.087845,14:02:2024 11:59:39
H4201154,1,1,1,29.9,50,1,4.3486421,14:02:2024 11:58:15
H4201155,1,1,1,29.7,51,1,4.3076952,14:02:2024 12:04:19
H4201156,1,1,1,29.1,52,1,3.4927686,14:02:2024 12:13:53
H4201157,1,1,1,28.1,43,1,4.842289,14:02:2024 12:17:53
H4201158,1,1,1,29.9,52,1,4.3435025,14:02:2024 12:40:26
H4201159,1,1,1,29.2,53,1,4.7114165,14:02:2024 11:56:50
H4201160,1,1,1,29.6,51,1,5.0942593,14:02:2024 12:31:25
H4201161,1,1,1,29.7,43,1,5.0635874,14:02:2024 12:34:19
H4201162,1,1,1,28.8,49,1,4.8471047,14:02:2024 12:06:36
H4201163,1,1,1,29,52,1,6.1259984,14:02:2024 09:55:28
H4201164,1,1,1,28.7,45,1,4.9276839,14:02:2024 09:54:08
H4201165,1,1,1,29.5,51,1,4.8907325,14:02:2024 12:23:05
H4201166,1,1,1,28.8,51,1,4.9479492,14:02:2024 12:23:31
H4201167,1,1,1,28.7,50,1,6.1691473,14:02:2024 11:57:45
H4201168,1,1,1,30,45,1,4.3429856,14:02:2024 12:17:27
H4201169,1,1,1,28.8,50,1,5.6093892,14:02:2024 12:18:45
H4201170,1,1,1,28.7,52,1,3.4501966,14:02:2024 09:53:39
H4201171,1,1,1,29.9,46,1,4.7543168,14:02:2024 09:53:06
H4201172,1,1,1,29.2,51,1,6.1176477,14:02:2024 12:37:14
H4201173,1,1,1,29,52,1,6.1197193,14:02:2024 12:14:19
H4201174,1,1,1,29.2,47,1,5.6570904,14:02:2024 12:00:56
H4201175,1,1,1,28.6,52,1,4.9298947,14:02:2024 12:11:57
H4201176,1,1,1,29.2,53,1,5.6292644,14:02:2024 12:00:30
H4201177,1,1,1,29.2,44,1,4.967725,14:02:2024 12:38:54
H4201178,1,1,1,30.2,41,1,5.6271539,14:02:2024 12:27:22
H4201179,1,1,1,28.7,54,1,4.7731707,14:02:2024 12:29:06
H4201180,1,1,1,29.6,49,1,5.0656957,14:02:2024 09:47:01
H4201181,1,1,1,29.8,52,1,5.0653451,14:02:2024 12:41:20
H4201182,1,1,1,29.3,51,1,4.9471171,14:02:2024 12:18:18
H4201183,1,1,1,29.7,48,1,4.3449836,14:02:2024 12:15:13
H4201184,1,1,1,29.9,42,1,4.3913503,14:02:2024 12:07:03
H4201185,1,1,1,28.7,47,1,3.4177313,14:02:2024 12:00:05
H4201186,1,1,1,28.6,48,1,4.3758637,14:02:2024 11:57:17
H4201187,1,1,1,28.5,51,1,6.1696867,14:02:2024 12:20:04
H4201188,1,1,1,28.7,50,1,5.0350559,14:02:2024 12:07:28
H4201189,1,1,1,29.8,44,1,6.1238888,14:02:2024 12:26:27
H4201190,1,1,1,28.7,54,1,4.9880841,14:02:2024 12:12:47
H4201191,1,1,1,29.1,47,1,4.7369827,14:02:2024 12:09:43
H4201192,1,1,1,29,52,1,4.749626,14:02:2024 12:28:42
H4201193,1,1,1,29.2,47,1,3.4205401,14:02:2024 12:20:55
H4201194,1,1,1,30.1,46,1,4.973459,14:02:2024 09:47:35
H4201195,1,1,1,29.1,52,1,7.0212216,14:02:2024 12:11:11
H4201196,1,1,1,29.3,52,1,3.4457029,14:02:2024 12:25:23
H4201197,1,1,1,29.2,52,1,7.0971991,14:02:2024 09:46:29
H4201198,1,1,1,29.4,51,1,7.0611436,14:02:2024 12:08:52
H4201199,1,1,1,30.2,45,1,4.8976407,14:02:2024 12:08:21
H4201200,1,1,1,28.7,49,1,6.189707,14:02:2024 14:35:18
H4201201,1,1,1,29.1,51,1,4.8136233,14:02:2024 15:25:17
H4201202,1,1,1,28.7,46,1,4.9528306,14:02:2024 15:11:56
H4201203,1,1,1,29.1,52,1,5.0145255,14:02:2024 14:30:11
H4201204,1,1,1,30.3,45,1,4.9743268,14:02:2024 15:10:38
H4201205,1,1,1,29,44,1,4.8233149,14:02:2024 14:35:59
