Device_ID,User Switch,Flash,Temperature Sensor,Temperature,Humidity,Radio,Sleep Current (uA),Date
H4201765,1,1,1,27.5,65,1,4.8004505,14:02:2024 13:57:19
H4201766,1,1,1,27.1,64,1,5.0600005,14:02:2024 14:41:55
H4201767,1,1,1,27,64,1,5.0089537,14:02:2024 13:19:11
H4201768,1,1,1,27.6,64,1,5.6845368,14:02:2024 14:48:04
H4201769,1,1,1,27.7,65,1,3.4505094,14:02:2024 14:25:15
H4201770,1,1,1,27.7,64,1,4.3758036,14:02:2024 14:28:57
H4201771,1,1,1,27.4,64,1,4.3700533,14:02:2024 14:33:21
H4201772,1,1,1,27.2,64,1,4.3458985,14:02:2024 14:45:23
H4201773,1,1,1,27.7,64,1,4.7000094,14:02:2024 14:05:20
H4201774,1,1,1,27.1,64,1,5.030909,14:02:2024 14:19:42
H4201775,1,1,1,27.1,64,1,3.6063878,14:02:2024 14:12:29
H4201776,1,1,1,27.3,64,1,5.0300395,14:02:2024 14:44:11
H4201777,1,1,1,27.2,64,1,4.90039,14:02:2024 14:22:30
H4201778,1,1,1,27,65,1,3.408986,14:02:2024 13:25:15
H4201779,1,1,1,27,64,1,4.3370956,14:02:2024 14:19:11
H4201780,1,1,1,27.1,63,1,5.0857059,14:02:2024 14:25:49
H4201781,1,1,1,27.3,64,1,5.636803,14:02:2024 14:37:06
H4201782,1,1,1,27.4,63,1,5.0705949,14:02:2024 14:18:35
H4201783,1,1,1,27.4,64,1,5.0895536,14:02:2024 13:57:56
H4201784,1,1,1,26.9,64,1,5.6496007,14:02:2024 13:59:13
H4201785,1,1,1,27.1,65,1,3.6709599,14:02:2024 14:31:42
H4201786,1,1,1,27.3,64,1,4.8800409,14:02:2024 14:39:37
H4201787,1,1,1,27.1,64,1,3.4808609,14:02:2024 14:00:27
H4201788,1,1,1,27.6,64,1,4.7680503,14:02:2024 13:27:44
H4201789,1,1,1,27.1,63,1,3.6336809,14:02:2024 13:32:58
H4201790,1,1,1,27.3,64,1,3.4400079,14:02:2024 14:23:01
H4201791,1,1,1,26.5,63,1,4.750708,14:02:2024 14:20:51
H4201792,1,1,1,27.4,65,1,5.0693047,14:02:2024 14:30:28
H4201793,1,1,1,26.7,65,1,5.0480606,14:02:2024 14:32:14
H4201794,1,1,1,27.4,65,1,5.0508066,14:02:2024 14:40:46
H4201795,1,1,1,26.7,64,1,3.6373899,14:02:2024 13:29:22
H4201796,1,1,1,26.6,66,1,4.9065507,14:02:2024 14:01:05
H4201797,1,1,1,27,65,1,5.0805087,14:02:2024 13:28:17
H4201798,1,1,1,27.1,65,1,3.400094,14:02:2024 15:38:42
H4201799,1,1,1,26.9,64,1,4.7573045,14:02:2024 15:09:42
H4201800,1,1,1,27.4,66,1,5.67556,14:02:2024 15:26:42
H4201801,1,1,1,26.7,65,1,4.833697,14:02:2024 15:02:34
H4201802,1,1,1,27,64,1,3.4006758,14:02:2024 15:03:21
H4201803,1,1,1,27.1,65,1,4.9009743,14:02:2024 15:58:26
H4201804,1,1,1,27.1,64,1,4.7303309,14:02:2024 15:19:09
H4201805,1,1,1,27,66,1,3.4008549,14:02:2024 15:21:02
H4201806,1,1,1,27.5,66,1,4.7007076,14:02:2024 15:40:28
H4201807,1,1,1,27.2,66,1,5.0337406,14:02:2024 15:36:22
H4201808,1,1,1,26.9,65,1,5.0706637,14:02:2024 15:35:45
H4201809,1,1,1,27,65,1,3.4660004,14:02:2024 15:31:50
H4201810,1,1,1,27.2,65,1,5.0036006,14:02:2024 15:05:53
H4201811,1,1,1,27.4,64,1,5.0568345,14:02:2024 15:13:12
H4201812,1,1,1,27.3,65,1,4.8804549,14:02:2024 15:16:08
H4201813,1,1,1,26.7,65,1,3.6000901,14:02:2024 15:22:25
H4201814,1,1,1,27,65,1,5.0597905,14:02:2024 15:32:59
H4201815,1,1,1,26.9,65,1,5.0000997,14:02:2024 15:04:09
H4201816,1,1,1,27.2,65,1,3.635954,14:02:2024 16:01:36
H4201817,1,1,1,27,66,1,4.8040739,14:02:2024 15:43:31
H4201818,1,1,1,26.7,65,1,5.0040395,14:02:2024 15:17:22
H4201819,1,1,1,27.4,66,1,4.79095,14:02:2024 15:54:52
H4201820,1,1,1,26.7,64,1,5.066656,14:02:2024 16:00:58
H4201821,1,1,1,26.6,66,1,4.7589066,14:02:2024 14:55:39
H4201822,1,1,1,26.5,65,1,4.3009054,14:02:2024 15:34:35
H4201823,1,1,1,26.9,64,1,4.780909,14:02:2024 14:56:35
H4201824,1,1,1,27,64,1,4.9003348,14:02:2024 15:29:10
H4201825,1,1,1,27.4,65,1,4.330363,14:02:2024 15:24:52
H4201826,1,1,1,26.5,65,1,4.8584344,14:02:2024 15:31:12
H4201827,1,1,1,27.3,65,1,5.0599053,14:02:2024 15:57:51
H4201828,1,1,1,27,64,1,4.3760503,14:02:2024 15:00:03
H4201829,1,1,1,27.2,65,1,5.090088,14:02:2024 15:38:07
H4201830,1,1,1,27.3,66,1,3.40575,14:02:2024 15:30:30
H4201831,1,1,1,26.8,65,1,4.304808,14:02:2024 15:39:53
H4201832,1,1,1,27.4,65,1,5.070695,14:02:2024 15:27:19
H4201833,1,1,1,27.1,65,1,4.9073056,14:02:2024 16:03:27
H4201834,1,1,1,27,66,1,5.0450695,14:02:2024 15:52:16
H4201835,1,1,1,27.7,64,1,5.0405043,14:02:2024 15:28:34
H4201836,1,1,1,27.1,64,1,5.07579,14:02:2024 14:52:41
H4201837,1,1,1,27.4,65,1,5.0000995,14:02:2024 16:06:00
H4201838,1,1,1,27.3,65,1,5.6388858,14:02:2024 15:56:06
H4201839,1,1,1,27.1,64,1,3.4799404,14:02:2024 15:55:30
H4201840,1,1,1,26.6,66,1,5.0775937,14:02:2024 15:23:00
H4201841,1,1,1,26.9,64,1,4.8000463,14:02:2024 15:25:31
H4201842,1,1,1,27.3,65,1,3.4533,14:02:2024 15:46:58
H4201843,1,1,1,27.4,64,1,4.7647737,14:02:2024 15:44:07
H4201844,1,1,1,27.1,66,1,4.7093033,14:02:2024 15:21:44
H4201845,1,1,1,26.9,65,1,4.8847009,14:02:2024 15:06:51
H4201846,1,1,1,27.3,64,1,4.309757,14:02:2024 16:02:51
H4201847,1,1,1,27.3,67,1,4.3800307,14:02:2024 15:17:57
H4201848,1,1,1,27.4,65,1,5.0800053,14:02:2024 15:13:48
H4201849,1,1,1,27.4,65,1,4.8309005,14:02:2024 15:33:32
H4201850,1,1,1,27.1,65,1,5.0080075,14:02:2024 15:56:40
H4201851,1,1,1,27.1,64,1,5.0487063,14:02:2024 15:37:32
H4201852,1,1,1,27.4,65,1,3.44065,14:02:2024 15:52:51
H4201853,1,1,1,27.3,65,1,5.6404706,14:02:2024 15:10:19
H4201854,1,1,1,27.2,64,1,5.005436,14:02:2024 15:36:56
H4201855,1,1,1,26.9,64,1,5.0077765,14:02:2024 15:18:33
H4201856,1,1,1,26.8,64,1,4.8000085,14:02:2024 15:20:24
H4201857,1,1,1,27,65,1,4.9506646,14:02:2024 15:07:46
H4201858,1,1,1,27.3,64,1,4.744348,14:02:2024 15:32:22
H4201859,1,1,1,27.1,64,1,5.0085388,14:02:2024 15:51:06
H4201860,1,1,1,27.4,65,1,5.0098546,14:02:2024 16:06:38
H4201861,1,1,1,26.6,64,1,5.0943,14:02:2024 15:08:42
H4201862,1,1,1,27.3,67,1,5.6800007,14:02:2024 17:31:04
H4201863,1,1,1,26.8,65,1,3.674704,14:02:2024 16:05:17
H4201864,1,1,1,26.6,65,1,4.39008,14:02:2024 16:00:21
H4201865,1,1,1,27.4,65,1,5.6736906,14:02:2024 15:26:05
H4201866,1,1,1,27.2,66,1,5.0870953,14:02:2024 15:47:50
H4201867,1,1,1,26.4,65,1,4.9064089,14:02:2024 15:10:56
H4201868,1,1,1,26.8,65,1,4.3789308,14:02:2024 15:48:23
H4201869,1,1,1,27,65,1,5.054957,14:02:2024 15:57:17
H4201870,1,1,1,26.7,65,1,5.0505005,14:02:2024 15:19:44
H4201871,1,1,1,26.8,65,1,3.4500676,14:02:2024 15:49:37
H4201872,1,1,1,27.4,65,1,4.3099045,14:02:2024 15:54:16
H4201873,1,1,1,27.5,65,1,5.6696086,14:02:2024 16:04:04
H4201874,1,1,1,26.9,64,1,5.635909,14:02:2024 15:44:45
H4201875,1,1,1,26.5,65,1,3.6905093,14:02:2024 14:53:50
H4201876,1,1,1,27,65,1,5.046378,14:02:2024 15:23:38
H4201877,1,1,1,27.4,65,1,5.070777,14:02:2024 15:48:59
H4201878,1,1,1,27.1,67,1,5.66906,14:02:2024 14:54:44
H4201879,1,1,1,26.8,65,1,5.6300045,14:02:2024 15:24:14
H4201880,1,1,1,26.4,65,1,3.4946004,14:02:2024 15:01:41
H4201881,1,1,1,27.7,64,1,3.4630869,14:02:2024 16:02:16
H4201882,1,1,1,27,64,1,4.3085453,14:02:2024 15:00:54
H4201883,1,1,1,26.7,64,1,5.0894056,14:02:2024 15:15:32
H4201884,1,1,1,28,65,1,4.8636045,14:02:2024 15:14:24
H4201885,1,1,1,27,64,1,3.4637305,14:02:2024 15:41:44
H4201886,1,1,1,27.2,65,1,3.6654949,14:02:2024 14:58:22
H4201887,1,1,1,26.3,63,1,5.0558683,14:02:2024 15:42:56
H4201888,1,1,1,27.1,66,1,4.8008065,14:02:2024 15:41:07
H4201889,1,1,1,27.3,64,1,5.0047547,14:02:2024 14:53:17
H4201890,1,1,1,26.8,65,1,5.6300474,14:02:2024 15:12:37
H4201891,1,1,1,26.9,64,1,4.7340039,14:02:2024 16:04:41
H4201892,1,1,1,27,65,1,5.03478,14:02:2024 14:59:13
H4201893,1,1,1,27.1,65,1,3.4005,14:02:2024 15:59:01
H4201894,1,1,1,26.9,66,1,5.0096305,14:02:2024 14:51:08
H4201895,1,1,1,27,67,1,4.7300364,14:02:2024 15:35:10
H4201896,1,1,1,27.1,64,1,3.6600309,14:02:2024 15:50:29
H4201897,1,1,1,26.8,67,1,4.8854639,14:02:2024 15:42:19
H4201898,1,1,1,26.7,65,1,5.0460585,14:02:2024 16:27:24
H4201899,1,1,1,27.2,65,1,4.8950344,14:02:2024 16:56:00
H4201900,1,1,1,26.7,66,1,3.4033049,14:02:2024 16:23:53
H4201901,1,1,1,27.2,66,1,3.4006967,14:02:2024 16:20:56
H4201902,1,1,1,27.2,66,1,5.0009039,14:02:2024 16:55:25
H4201903,1,1,1,27.1,65,1,4.804005,14:02:2024 16:13:23
H4201904,1,1,1,27.1,66,1,3.4033983,14:02:2024 16:35:07
H4201905,1,1,1,26.9,65,1,3.4070557,14:02:2024 16:26:50
H4201906,1,1,1,26.9,66,1,5.0000809,14:02:2024 17:18:22
H4201907,1,1,1,27,66,1,4.90067,14:02:2024 16:53:07
H4201908,1,1,1,26.8,66,1,5.0089843,14:02:2024 16:34:31
H4201909,1,1,1,26.9,65,1,4.3968039,14:02:2024 16:43:32
H4201910,1,1,1,27.2,66,1,3.6795897,14:02:2024 16:18:38
H4201911,1,1,1,27.1,68,1,4.7040733,14:02:2024 17:20:36
H4201912,1,1,1,27.1,66,1,3.440753,14:02:2024 16:19:47
H4201913,1,1,1,26.6,65,1,3.40639,14:02:2024 16:40:44
H4201914,1,1,1,27,65,1,5.0004891,14:02:2024 16:33:17
H4201915,1,1,1,27,67,1,4.9306005,14:02:2024 16:59:04
H4201916,1,1,1,27.5,65,1,5.0576474,14:02:2024 16:36:28
H4201917,1,1,1,26.8,65,1,4.8990478,14:02:2024 16:54:15
H4201918,1,1,1,27.6,66,1,4.7005009,14:02:2024 16:22:46
H4201919,1,1,1,26.9,66,1,5.0003006,14:02:2024 16:38:42
H4201920,1,1,1,26.7,66,1,4.363777,14:02:2024 16:12:13
H4201921,1,1,1,27.2,66,1,5.005008,14:02:2024 16:44:09
H4201922,1,1,1,27.5,66,1,5.0405707,14:02:2024 16:30:28
H4201923,1,1,1,26.7,66,1,5.0380086,14:02:2024 17:14:26
H4201924,1,1,1,26.5,66,1,4.874386,14:02:2024 16:26:13
H4201925,1,1,1,26.9,66,1,5.088635,14:02:2024 16:44:44
H4201926,1,1,1,27.4,65,1,4.350603,14:02:2024 16:24:28
H4201927,1,1,1,27.3,65,1,5.678034,14:02:2024 16:41:39
H4201928,1,1,1,27.6,67,1,3.4000558,14:02:2024 17:04:56
H4201929,1,1,1,27.3,65,1,4.989768,14:02:2024 16:19:13
H4201930,1,1,1,26.6,66,1,4.989768,14:02:2024 17:20:05
H4201931,1,1,1,27.1,66,1,5.0708033,14:02:2024 16:25:39
H4201932,1,1,1,26.6,65,1,4.8309774,14:02:2024 16:15:12
H4201933,1,1,1,26.9,65,1,3.485306,14:02:2024 16:12:51
H4201934,1,1,1,26.6,65,1,3.6540683,14:02:2024 16:59:39
H4201935,1,1,1,26.6,65,1,4.340056,14:02:2024 16:29:52
H4201936,1,1,1,27.3,65,1,4.958005,14:02:2024 16:22:05
H4201937,1,1,1,26.4,66,1,4.3785076,14:02:2024 16:51:20
H4201938,1,1,1,26.6,65,1,4.709788,14:02:2024 16:16:21
H4201939,1,1,1,26.9,66,1,5.0005347,14:02:2024 16:53:41
H4201940,1,1,1,27.3,66,1,4.968553,14:02:2024 16:48:55
H4201941,1,1,1,27.1,65,1,4.8374669,14:02:2024 16:31:40
H4201942,1,1,1,26.9,64,1,4.9805564,14:02:2024 17:10:48
H4201943,1,1,1,27.4,65,1,5.648,14:02:2024 16:45:57
H4201944,1,1,1,27.3,65,1,5.637684,14:02:2024 17:17:46
H4201945,1,1,1,27.1,66,1,5.056499,14:02:2024 16:28:00
H4201946,1,1,1,27.2,64,1,3.658037,14:02:2024 16:31:05
H4201947,1,1,1,26.9,66,1,5.0030508,14:02:2024 16:49:31
H4201948,1,1,1,27,66,1,3.6979505,14:02:2024 16:32:17
H4201949,1,1,1,27,66,1,3.4570065,14:02:2024 16:29:18
H4201950,1,1,1,27.5,66,1,4.7790909,14:02:2024 16:13:58
H4201951,1,1,1,26.7,65,1,4.345945,14:02:2024 16:16:55
H4201952,1,1,1,27.5,65,1,5.0545707,14:02:2024 17:04:19
H4201953,1,1,1,27.1,65,1,5.6856909,14:02:2024 17:09:41
H4201954,1,1,1,27.3,66,1,4.9307907,14:02:2024 16:09:48
H4201955,1,1,1,27,64,1,5.03808,14:02:2024 16:15:47
H4201956,1,1,1,26.7,66,1,3.6800004,14:02:2024 16:40:02
H4201957,1,1,1,26.7,65,1,5.0674694,14:02:2024 16:47:10
H4201958,1,1,1,26.7,66,1,5.0057053,14:02:2024 17:17:12
H4201959,1,1,1,26.9,66,1,4.79946,14:02:2024 16:28:41
H4201960,1,1,1,27,64,1,5.0375056,14:02:2024 17:21:17
H4201961,1,1,1,27.1,66,1,3.4896703,14:02:2024 16:42:59
H4201962,1,1,1,26.9,64,1,5.6854608,14:02:2024 16:57:49
H4201963,1,1,1,27.1,65,1,3.497779,14:02:2024 17:15:00
H4201964,1,1,1,26.6,65,1,4.9095387,14:02:2024 17:06:55
H4201965,1,1,1,26.7,66,1,4.7090635,14:02:2024 17:11:22
H4201966,1,1,1,26.8,65,1,5.6800466,14:02:2024 16:45:20
H4201967,1,1,1,26.6,66,1,4.8000496,14:02:2024 17:13:14
H4201968,1,1,1,27,66,1,3.6053378,14:02:2024 17:16:07
H4201969,1,1,1,26.9,65,1,5.6008066,14:02:2024 16:18:05
H4201970,1,1,1,26.7,66,1,5.6676385,14:02:2024 16:33:58
H4201971,1,1,1,26.6,65,1,5.0040708,14:02:2024 17:12:05
H4201972,1,1,1,26.5,66,1,5.6498981,14:02:2024 16:52:32
H4201973,1,1,1,27.1,65,1,4.36000704,14:02:2024 16:51:58
H4201974,1,1,1,27.1,66,1,5.6580075,14:02:2024 17:03:42
H4201975,1,1,1,26.6,65,1,5.0533739,14:02:2024 17:08:32
H4201976,1,1,1,27.1,65,1,5.004009,14:02:2024 17:09:06
H4201977,1,1,1,26.9,65,1,3.4709773,14:02:2024 16:50:41
H4201978,1,1,1,27.1,66,1,4.736974,14:02:2024 16:42:16
H4201979,1,1,1,26.9,65,1,3.654583,14:02:2024 16:35:42
H4201980,1,1,1,27.3,65,1,3.6749908,14:02:2024 17:13:53
H4201981,1,1,1,26.6,65,1,4.3770043,14:02:2024 16:50:06
H4201982,1,1,1,27.1,66,1,4.800365,14:02:2024 17:03:09
H4201983,1,1,1,27.2,65,1,5.0940854,14:02:2024 17:10:13
H4201984,1,1,1,27,65,1,4.7040006,14:02:2024 16:21:31
H4201985,1,1,1,27,66,1,4.8090079,14:02:2024 16:20:21
H4201986,1,1,1,27.5,66,1,5.0960576,14:02:2024 17:06:19
H4201987,1,1,1,27,65,1,4.9056783,14:02:2024 16:25:04
H4201988,1,1,1,27.2,65,1,5.0006605,14:02:2024 16:58:29
H4201989,1,1,1,27,66,1,3.6744037,14:02:2024 16:57:14
H4201990,1,1,1,27.5,67,1,3.4003797,14:02:2024 17:07:49
H4201991,1,1,1,27.5,65,1,3.4477956,14:02:2024 17:00:18
H4201992,1,1,1,27.3,66,1,4.7044684,14:02:2024 16:56:36
H4201993,1,1,1,27.5,65,1,3.6509949,14:02:2024 16:46:35
H4201994,1,1,1,27,65,1,4.3306765,14:02:2024 17:16:40
H4201995,1,1,1,27.3,66,1,4.380095,14:02:2024 17:18:57
H4201996,1,1,1,27.1,65,1,4.990743,14:02:2024 17:15:33
H4201997,1,1,1,27.5,65,1,5.0433954,14:02:2024 17:19:31
H4201998,1,1,1,27.4,64,1,3.603865,14:02:2024 13:24:22
H4201999,1,1,1,26.6,63,1,4.936605,14:02:2024 13:02:36
H4202000,1,1,1,27.1,63,1,5.0004006,14:02:2024 13:28:59
H4202001,1,1,1,27.3,65,1,4.700839,15:02:2024 13:48:54
H4202002,1,1,1,27.2,65,1,5.036406,15:02:2024 13:14:49
H4202003,1,1,1,27,63,1,3.6675789,15:02:2024 13:05:09
H4202004,1,1,1,27.3,66,1,5.0800807,15:02:2024 13:30:37
H4202005,1,1,1,27.1,65,1,5.0005678,15:02:2024 13:12:00
H4202006,1,1,1,27.2,64,1,5.6440865,15:02:2024 13:08:31
H4202007,1,1,1,26.9,67,1,4.3045707,15:02:2024 13:49:30
H4202008,1,1,1,27.2,67,1,5.063334,15:02:2024 13:47:48
H4202009,1,1,1,26.8,63,1,4.807,15:02:2024 13:21:57
H4202010,1,1,1,27,66,1,5.6550477,15:02:2024 13:36:14
H4202011,1,1,1,26.9,64,1,5.0849346,15:02:2024 13:40:36
H4202012,1,1,1,27,65,1,4.76998,15:02:2024 13:17:40
H4202013,1,1,1,26.7,66,1,5.6009063,15:02:2024 13:20:20
H4202014,1,1,1,27.2,66,1,3.4300045,15:02:2024 13:46:09
H4202015,1,1,1,27,66,1,4.3700504,15:02:2024 13:43:52
H4202016,1,1,1,27.4,66,1,5.0403888,15:02:2024 13:33:59
H4202017,1,1,1,27.1,64,1,5.046709,15:02:2024 13:05:43
H4202018,1,1,1,26.8,66,1,4.3770005,15:02:2024 14:20:42
H4202019,1,1,1,27.4,65,1,4.9370536,15:02:2024 13:31:43
H4202020,1,1,1,26.9,65,1,3.6890444,15:02:2024 13:37:57
H4202021,1,1,1,27.4,64,1,3.4530614,15:02:2024 13:11:26
H4202022,1,1,1,27.2,67,1,7.049209,15:02:2024 13:04:35
H4202023,1,1,1,27.3,63,1,4.324923,15:02:2024 13:12:34
H4202024,1,1,1,27.1,64,1,4.9543049,15:02:2024 13:46:44
H4202025,1,1,1,26.9,66,1,7.0915253,15:02:2024 13:36:46
H4202026,1,1,1,26.8,65,1,3.4754603,15:02:2024 13:23:06
H4202027,1,1,1,27,63,1,5.6554902,15:02:2024 13:27:42
H4202028,1,1,1,27.2,67,1,3.4031264,15:02:2024 13:01:51
H4202029,1,1,1,27,64,1,3.4729936,15:02:2024 13:29:27
H4202030,1,1,1,27.5,64,1,7.0084313,15:02:2024 13:41:09
H4202031,1,1,1,27.1,64,1,4.8064539,15:02:2024 13:28:18
H4202032,1,1,1,26.9,65,1,5.6899466,15:02:2024 13:13:44
H4202033,1,1,1,27.1,66,1,3.6238484,15:02:2024 13:18:10
H4202034,1,1,1,27,66,1,4.7817478,15:02:2024 13:20:50
H4202035,1,1,1,27.1,65,1,3.6727412,15:02:2024 13:28:52
H4202036,1,1,1,27,65,1,5.6590434,15:02:2024 13:26:01
H4202037,1,1,1,27.3,65,1,5.0833644,15:02:2024 13:22:32
H4202038,1,1,1,26.9,64,1,3.4073717,15:02:2024 13:21:24
H4202039,1,1,1,27.1,63,1,3.6557768,15:02:2024 14:17:18
H4202040,1,1,1,27.8,64,1,3.6042864,15:02:2024 13:44:27
H4202041,1,1,1,26.9,65,1,6.1111887,15:02:2024 13:39:02
H4202042,1,1,1,26.8,66,1,4.9728833,15:02:2024 14:13:30
H4202043,1,1,1,27.2,65,1,6.1266658,15:02:2024 13:06:16
H4202044,1,1,1,27.3,66,1,6.1831765,15:02:2024 13:27:09
H4202045,1,1,1,27.1,66,1,6.1562537,15:02:2024 13:40:03
H4202046,1,1,1,27.4,65,1,7.0271338,15:02:2024 13:54:39
H4202047,1,1,1,26.9,65,1,4.3759994,15:02:2024 14:21:18
H4202048,1,1,1,27,64,1,3.6589707,15:02:2024 13:50:04
H4202049,1,1,1,27.3,64,1,5.0447681,15:02:2024 13:10:55
H4202050,1,1,1,27.4,66,1,3.4508708,15:02:2024 13:38:30
H4202051,1,1,1,26.9,63,1,3.6241018,15:02:2024 13:23:43
H4202052,1,1,1,27,63,1,3.6193883,15:02:2024 14:14:49
H4202053,1,1,1,27.4,65,1,4.3657118,15:02:2024 13:17:09
H4202054,1,1,1,26.7,66,1,5.6923059,15:02:2024 13:47:16
H4202055,1,1,1,27.1,65,1,4.7518865,15:02:2024 13:33:28
H4202056,1,1,1,26.7,64,1,4.9077917,15:02:2024 13:32:16
H4202057,1,1,1,27.2,66,1,5.0244984,15:02:2024 13:42:53
H4202058,1,1,1,26.7,65,1,5.6470733,15:02:2024 14:18:57
H4202059,1,1,1,27.5,64,1,4.8869456,15:02:2024 13:41:43
H4202060,1,1,1,27.5,65,1,4.3505459,15:02:2024 13:06:50
H4202061,1,1,1,27.2,65,1,5.6884113,15:02:2024 13:25:28
H4202062,1,1,1,26.9,65,1,6.1516938,15:02:2024 13:18:43
H4202063,1,1,1,26.9,65,1,3.6487079,15:02:2024 13:26:34
H4202064,1,1,1,27.1,65,1,6.1912341,15:02:2024 13:15:25
H4202065,1,1,1,28,66,1,6.1349034,15:02:2024 14:14:08
H4202066,1,1,1,26.8,66,1,5.0582229,15:02:2024 13:07:54
H4202067,1,1,1,27.3,66,1,5.6192159,15:02:2024 13:30:01
H4202068,1,1,1,27.2,65,1,3.4689728,15:02:2024 13:35:41
H4202069,1,1,1,27.5,64,1,4.7131668,15:02:2024 13:51:45
H4202070,1,1,1,26.7,66,1,4.8529272,15:02:2024 13:09:10
H4202071,1,1,1,27.3,65,1,5.6047926,15:02:2024 13:24:17
H4202072,1,1,1,26.9,64,1,4.3804688,15:02:2024 13:32:53
H4202073,1,1,1,27.1,66,1,6.1981332,15:02:2024 13:34:33
H4202074,1,1,1,27.2,65,1,3.6697623,15:02:2024 13:54:06
H4202075,1,1,1,27.1,65,1,4.7039851,15:02:2024 13:31:09
H4202076,1,1,1,27.1,67,1,6.1041415,15:02:2024 13:16:37
H4202077,1,1,1,27.3,63,1,4.9586691,15:02:2024 13:45:02
H4202078,1,1,1,27.2,66,1,4.3007135,15:02:2024 13:09:46
H4202079,1,1,1,27,66,1,6.1318065,15:02:2024 13:15:57
H4202080,1,1,1,26.8,64,1,7.0149576,15:02:2024 14:16:03
H4202081,1,1,1,27,63,1,7.0074135,15:02:2024 13:55:43
H4202082,1,1,1,27.1,63,1,4.84445,15:02:2024 13:35:06
H4202083,1,1,1,26.8,66,1,4.3825697,15:02:2024 14:15:26
H4202084,1,1,1,27,62,1,4.7513057,15:02:2024 13:51:11
H4202085,1,1,1,27.3,64,1,4.8655667,15:02:2024 13:19:49
H4202086,1,1,1,27.5,66,1,4.328393,15:02:2024 13:13:11
H4202087,1,1,1,27.2,65,1,3.4107833,15:02:2024 13:14:17
H4202088,1,1,1,26.5,65,1,4.8314668,15:02:2024 13:50:39
H4202089,1,1,1,27.4,64,1,5.6606093,15:02:2024 14:17:53
H4202090,1,1,1,27.3,64,1,3.4262408,15:02:2024 14:21:55
H4202091,1,1,1,27.4,63,1,4.9440952,15:02:2024 13:37:21
H4202092,1,1,1,27.1,64,1,5.6308391,15:02:2024 13:48:22
H4202093,1,1,1,27.3,65,1,3.4811993,15:02:2024 13:45:36
H4202094,1,1,1,27.3,66,1,6.133826,15:02:2024 13:19:16
H4202095,1,1,1,27.1,65,1,7.0207085,15:02:2024 13:55:12
H4202096,1,1,1,27.1,65,1,4.3331656,15:02:2024 14:20:07
H4202097,1,1,1,27.1,68,1,4.7054344,15:02:2024 13:24:50
H4202098,1,1,1,27.1,66,1,3.6993905,15:02:2024 14:12:20
H4202099,1,1,1,27.2,66,1,4.3638232,15:02:2024 13:10:21
H4202100,1,1,1,27.1,67,1,4.396449,15:02:2024 14:19:33
H4202101,1,1,1,26.7,65,1,4.9980051,15:02:2024 15:03:53
H4202102,1,1,1,27.3,65,1,3.6926905,15:02:2024 15:22:02
H4202103,1,1,1,26.9,66,1,3.4473388,15:02:2024 15:41:03
H4202104,1,1,1,26.7,67,1,6.1406337,15:02:2024 14:31:42
H4202105,1,1,1,26.6,65,1,4.7283866,15:02:2024 15:38:08
H4202106,1,1,1,26.4,66,1,3.6847739,15:02:2024 15:30:45
H4202107,1,1,1,27,65,1,3.6461431,15:02:2024 14:54:12
H4202108,1,1,1,27.2,66,1,4.7326937,15:02:2024 14:39:18
H4202109,1,1,1,27.1,65,1,4.984673,15:02:2024 14:47:06
H4202110,1,1,1,27,65,1,4.9048445,15:02:2024 14:33:50
H4202111,1,1,1,27.1,65,1,5.0470437,15:02:2024 14:53:39
H4202112,1,1,1,27.2,65,1,5.659841,15:02:2024 14:49:30
H4202113,1,1,1,27.2,65,1,4.3767567,15:02:2024 14:33:18
H4202114,1,1,1,27.1,65,1,4.8584188,15:02:2024 15:21:31
H4202115,1,1,1,27,65,1,4.9418215,15:02:2024 14:34:24
H4202116,1,1,1,26.9,65,1,5.021468,15:02:2024 15:03:22
H4202117,1,1,1,27,66,1,4.9170719,15:02:2024 15:44:00
H4202118,1,1,1,26.6,64,1,4.887815,15:02:2024 14:46:27
H4202119,1,1,1,27.3,65,1,4.3967828,15:02:2024 15:35:59
H4202120,1,1,1,27.3,65,1,5.0669045,15:02:2024 15:04:57
H4202121,1,1,1,27.4,65,1,3.4778588,15:02:2024 15:42:42
H4202122,1,1,1,26.7,64,1,4.316303,15:02:2024 14:48:53
H4202123,1,1,1,26.5,64,1,4.8778987,15:02:2024 15:07:27
H4202124,1,1,1,26.9,66,1,5.6820787,15:02:2024 15:24:12
H4202125,1,1,1,27.2,65,1,5.6547001,15:02:2024 15:29:10
H4202126,1,1,1,27.1,65,1,5.654128,15:02:2024 14:48:19
H4202127,1,1,1,27.1,65,1,4.3177136,15:02:2024 14:40:26
H4202128,1,1,1,27.4,64,1,3.4692873,15:02:2024 14:30:31
H4202129,1,1,1,27,64,1,4.9301644,15:02:2024 14:47:46
H4202130,1,1,1,27.4,66,1,7.06432,15:02:2024 15:11:25
H4202131,1,1,1,27.1,64,1,6.1472761,15:02:2024 15:20:05
H4202132,1,1,1,27.7,66,1,5.6874214,15:02:2024 14:28:23
H4202133,1,1,1,26.7,65,1,5.6887626,15:02:2024 15:06:22
H4202134,1,1,1,27.4,65,1,3.464637,15:02:2024 14:50:19
H4202135,1,1,1,26.9,65,1,4.7234357,15:02:2024 14:50:54
H4202136,1,1,1,27.4,66,1,7.0676912,15:02:2024 15:25:18
