Device_ID,Temperature Sensor,Temperature,Humidity,Sleep Current,TimeStamp,
S3605926,1,30.2,45,20.4923135,15:06:2023 17:55:31,
S3605927,1,28.7,49,14.4510595,15:06:2023 17:56:06,
S3605928,1,29.1,51,20.2399353,15:06:2023 17:56:43,
S3605929,1,28.7,46,18.3044756,15:06:2023 17:57:20,
S3605930,1,29.1,52,13.9879886,15:06:2023 17:58:00,
S3605931,1,30.3,45,16.5116758,15:06:2023 17:58:45,
S3605932,1,29,44,14.1278052,15:06:2023 17:59:26,
S3605933,1,29.3,52,17.2104862,15:06:2023 18:00:04,
S3605934,1,30,43,19.0667523,15:06:2023 18:00:57,
S3605935,1,28.9,51,20.3412641,15:06:2023 18:01:29,
S3605936,1,29,47,18.7187229,15:06:2023 18:02:12,
S3605937,1,28.4,45,15.8014321,15:06:2023 18:02:48,
S3605938,1,28.5,46,17.6144378,15:06:2023 18:03:22,
S3605939,1,29.8,43,22.6706375,15:06:2023 18:04:00,
S3605940,1,29,47,21.2496425,15:06:2023 18:04:34,
S3605941,1,29.2,47,17.4538585,15:06:2023 18:05:18,
S3605942,1,30.2,42,21.7348112,15:06:2023 18:05:53,
S3605943,1,29.1,50,22.7590645,15:06:2023 18:06:25,
S3605944,1,29.2,53,16.7137591,15:06:2023 18:07:32,
S3605945,1,29.7,43,13.5949582,15:06:2023 18:08:05,
S3605946,1,29.1,52,15.685871,15:06:2023 18:08:39,
S3605947,1,29.1,52,17.4806393,15:06:2023 18:09:14,
S3605948,1,28.4,52,20.0671575,15:06:2023 18:09:55,
S3605949,1,29.8,48,16.5628907,15:06:2023 18:11:06,
S3605950,1,28.9,52,16.5113026,15:06:2023 18:12:03,
S3605951,1,29.7,51,17.2411204,15:06:2023 18:12:42,
S3605952,1,29,53,13.3074307,15:06:2023 18:13:18,
S3605953,1,28.4,44,13.8693131,15:06:2023 18:13:52,
S3605954,1,29.2,49,19.0822608,15:06:2023 18:14:40,
S3605955,1,29.8,44,11.7793674,15:06:2023 18:15:17,
S3605956,1,28.9,52,19.7783473,15:06:2023 18:15:53,
S3605957,1,28.8,47,19.6635439,15:06:2023 18:16:29,
S3605958,1,29,49,16.9496239,15:06:2023 18:17:21,
S3605959,1,29.7,45,21.978186,15:06:2023 18:17:57,
S3605960,1,30.2,44,13.3624057,15:06:2023 18:18:33,
S3605961,1,29.9,45,19.5635849,15:06:2023 18:19:10,
S3605962,1,28.5,44,19.1771064,15:06:2023 18:19:53,
S3605963,1,28.6,54,16.9090378,15:06:2023 18:20:45,
S3605964,1,28.6,49,15.8248548,15:06:2023 18:21:56,
S3605965,1,29.2,51,18.5653902,15:06:2023 18:22:58,
S3605966,1,29.1,52,12.2977126,15:06:2023 18:24:14,
S3605967,1,29,48,17.2369538,15:06:2023 18:24:51,
S3605968,1,29.6,45,20.45023,15:06:2023 18:25:28,
S3605969,1,28.8,52,18.4722621,15:06:2023 18:26:11,
S3605970,1,29.8,51,19.9248959,15:06:2023 18:26:52,
S3605971,1,28.8,50,15.8604089,15:06:2023 18:27:32,
S3605972,1,28.9,53,15.9102801,15:06:2023 18:28:11,
S3605973,1,29.4,52,17.9498961,15:06:2023 18:28:49,
S3605974,1,28.4,48,19.470124,15:06:2023 18:29:33,
S3605975,1,28.6,51,17.8943579,15:06:2023 18:30:14,
S3605976,1,28.4,44,17.4301053,15:06:2023 18:30:52,
S3605977,1,28.6,47,21.8318363,15:06:2023 18:31:28,
S3605978,1,30.5,41,23.9187048,15:06:2023 18:32:49,
S3605979,1,30.5,45,18.1436402,15:06:2023 18:33:26,
S3605980,1,29.5,53,12.8798159,15:06:2023 18:34:05,
S3605981,1,29.8,51,12.1181315,15:06:2023 18:34:41,
S3605982,1,30.3,42,13.5206643,15:06:2023 18:35:31,
S3605983,1,28.8,53,19.9101874,15:06:2023 18:36:11,
S3605984,1,30,50,14.2800703,15:06:2023 18:37:03,
S3605985,1,29.2,49,16.1437136,15:06:2023 18:37:44,
S3605986,1,30.2,44,17.8561555,15:06:2023 18:38:18,
S3605987,1,29.6,50,19.622218,15:06:2023 18:38:54,
S3605988,1,29.2,48,16.5307247,15:06:2023 18:39:28,
S3605989,1,29,51,17.2420602,15:06:2023 18:40:02,
S3605990,1,29.4,49,20.7454038,15:06:2023 18:40:39,
S3605991,1,28.6,52,16.8802285,15:06:2023 18:41:55,
S3605992,1,28.9,52,21.3730128,15:06:2023 18:41:18,
S3605993,1,28.8,47,19.9641255,15:06:2023 18:42:30,
S3605994,1,29.1,51,13.3525558,15:06:2023 18:43:04,
S3605995,1,29.3,50,17.2100555,15:06:2023 18:43:39,
S3605996,1,30.4,44,12.953609,15:06:2023 18:44:17,
S3605997,1,28.9,54,18.5010366,15:06:2023 18:45:04,
S3605998,1,29.5,52,14.5029356,15:06:2023 18:45:41,
S3605999,1,29.2,52,20.482386,15:06:2023 18:46:17,
S3606000,1,29.1,47,22.4993553,15:06:2023 18:46:51,
S3606001,1,28.7,49,17.925285,13:06:2023 12:59:33,
S3606002,1,28.7,52,21.1574995,13:06:2023 12:58:31,
S3606003,1,28.8,50,22.2232266,13:06:2023 13:16:15,
S3606004,1,30.1,46,20.1039817,13:06:2023 12:58:02,
S3606005,1,28.9,51,16.9744587,13:06:2023 13:07:26,
S3606006,1,30.2,45,22.6372989,13:06:2023 13:06:52,
S3606007,1,29.5,49,17.5236867,13:06:2023 13:01:15,
S3606008,1,29.9,44,23.1949943,13:06:2023 13:02:30,
S3606009,1,29.5,51,23.0562323,13:06:2023 13:05:30,
S3606010,1,29.6,45,21.6598049,13:06:2023 13:00:46,
S3606011,1,29.2,45,21.9165914,13:06:2023 12:57:29,
S3606012,1,30.6,44,16.7825919,13:06:2023 13:03:34,
S3606013,1,29.3,56,22.4137689,13:06:2023 13:01:53,
S3606014,1,28.8,46,20.4242568,13:06:2023 13:05:58,
S3606015,1,29.5,50,20.943435,13:06:2023 13:05:03,
S3606016,1,30.2,44,21.0980063,13:06:2023 12:52:35,
S3606017,1,28,47,24.1417013,13:06:2023 12:52:07,
S3606018,1,29,52,23.6267355,13:06:2023 13:04:00,
S3606019,1,30.1,41,21.3935691,13:06:2023 13:03:03,
S3606020,1,28.7,49,22.6556568,13:06:2023 12:51:37,
S3606021,1,28.7,52,22.458476,13:06:2023 13:04:36,
S3606022,1,28.8,50,18.812037,13:06:2023 12:50:17,
S3606023,1,30.1,46,26.9452957,13:06:2023 13:08:21,
S3606024,1,28.9,51,23.2170636,13:06:2023 12:53:02,
S3606025,1,30.2,45,22.3395613,13:06:2023 12:54:04,
S3606026,1,30.5,44,15.2279502,13:06:2023 12:51:11,
S3606027,1,28.9,49,20.1285392,13:06:2023 12:50:44,
S3606028,1,28.6,46,17.3382459,13:06:2023 13:07:54,
S3606029,1,29.3,53,17.7791434,13:06:2023 12:55:23,
S3606030,1,30.1,41,21.5421403,13:06:2023 12:45:31,
S3606031,1,29.7,53,19.9619769,13:06:2023 12:48:05,
S3606032,1,29,46,19.3440048,13:06:2023 12:47:32,
S3606033,1,28.8,46,17.2795423,13:06:2023 12:47:02,
S3606034,1,29.9,43,22.5915186,13:06:2023 13:12:00,
S3606035,1,30,44,17.6743965,13:06:2023 13:11:33,
S3606036,1,30.2,49,22.0915681,13:06:2023 12:49:51,
S3606037,1,31.5,42,16.3615319,13:06:2023 12:48:31,
S3606038,1,28.9,50,20.2612492,13:06:2023 13:10:39,
S3606039,1,29,53,20.4298639,13:06:2023 12:49:14,
S3606040,1,29.1,49,22.1556161,13:06:2023 13:10:13,
S3606041,1,28.8,49,23.2104487,13:06:2023 13:09:44,
S3606042,1,28.2,51,17.8275497,13:06:2023 13:09:13,
S3606043,1,28.5,55,21.1620465,13:06:2023 13:08:48,
S3606044,1,28.6,49,24.5185654,13:06:2023 13:11:05,
S3606045,1,29,52,19.7721247,13:06:2023 13:12:56,
S3606046,1,29,47,23.0552855,13:06:2023 13:12:31,
S3606047,1,28.8,43,17.876819,13:06:2023 13:13:52,
S3606048,1,28.3,43,16.917884,13:06:2023 13:14:46,
S3606049,1,29.4,51,29.1444929,13:06:2023 13:17:27,
S3606050,1,28.6,41,20.6863734,13:06:2023 18:12:42,
S3606051,1,28.7,46,21.0157657,13:06:2023 13:15:50,
S3606052,1,30.9,43,21.8407304,13:06:2023 13:15:15,
S3606053,1,30.3,42,19.9774567,13:06:2023 13:17:58,
S3606054,1,30.6,42,18.3847912,13:06:2023 13:16:43,
S3606055,1,28.9,50,23.8537991,13:06:2023 13:18:23,
S3606056,1,29.2,51,16.271554,13:06:2023 13:18:48,
S3606057,1,29,51,21.9943906,13:06:2023 13:20:09,
S3606058,1,29.3,53,19.2487766,13:06:2023 13:19:41,
S3606059,1,29.1,51,23.3259281,13:06:2023 13:19:14,
S3606060,1,29.6,49,17.9421091,13:06:2023 13:22:48,
S3606061,1,29.6,49,19.9806848,13:06:2023 13:21:58,
S3606062,1,30.4,42,19.4520295,13:06:2023 13:25:39,
S3606063,1,30.5,44,20.7083132,13:06:2023 13:25:09,
S3606064,1,29.8,49,18.0394495,13:06:2023 13:24:27,
S3606065,1,28.8,53,21.0869559,13:06:2023 13:23:21,
S3606066,1,28.9,48,15.5362336,13:06:2023 13:24:00,
S3606067,1,28.7,50,22.0762846,13:06:2023 13:28:15,
S3606068,1,29.6,52,19.6655236,13:06:2023 13:27:49,
S3606069,1,28.5,52,23.6572847,13:06:2023 13:26:06,
S3606070,1,28.5,47,24.9201271,13:06:2023 13:26:32,
S3606071,1,29,50,19.2998845,13:06:2023 13:26:58,
S3606072,1,29.4,51,20.0618664,13:06:2023 13:30:28,
S3606073,1,28.8,47,22.1798196,13:06:2023 13:30:01,
S3606074,1,30.1,44,17.1436649,13:06:2023 13:21:02,
S3606075,1,29.6,44,21.7109334,13:06:2023 12:36:04,
S3606076,1,29.3,52,23.9184373,13:06:2023 12:42:32,
S3606077,1,29.2,50,21.6925666,13:06:2023 12:37:52,
S3606078,1,29.2,50,19.8303742,13:06:2023 12:41:09,
S3606079,1,29,51,18.6138457,13:06:2023 12:39:47,
S3606080,1,29.1,52,19.7077584,13:06:2023 12:35:05,
S3606081,1,28.5,49,21.0997493,13:06:2023 12:40:16,
S3606082,1,28.7,48,23.7103477,13:06:2023 13:20:37,
S3606083,1,29,52,20.480061,13:06:2023 12:42:06,
S3606084,1,28.8,45,27.8060291,13:06:2023 12:36:31,
S3606085,1,28.9,45,22.5048507,13:06:2023 12:55:50,
S3606086,1,28.6,44,12.2953668,13:06:2023 12:34:31,
S3606087,1,29.5,50,26.2398862,13:06:2023 12:41:37,
S3606088,1,29.3,51,26.3359731,13:06:2023 12:43:01,
S3606089,1,28.8,43,20.2897987,13:06:2023 12:44:49,
S3606090,1,28.9,52,25.2035717,13:06:2023 12:43:57,
S3606091,1,28.8,47,22.2190204,13:06:2023 12:38:32,
S3606092,1,30.5,46,16.4022418,13:06:2023 12:44:23,
S3606093,1,29.3,51,21.339333,13:06:2023 12:43:30,
S3606094,1,28.8,53,20.2057712,13:06:2023 12:37:24,
S3606095,1,28.8,50,19.8081296,13:06:2023 12:40:43,
S3606096,1,28.3,50,20.43992,13:06:2023 13:21:33,
S3606097,1,30.2,45,22.5993143,13:06:2023 13:28:41,
S3606098,1,28.8,46,18.9954239,13:06:2023 13:27:23,
S3606099,1,29.2,47,21.9605796,13:06:2023 13:29:33,
S3606100,1,30.2,42,25.3104104,13:06:2023 13:29:07,
S3606101,1,28.6,49,14.3960778,13:06:2023 16:32:17,
S3606102,1,29.2,51,19.6173914,13:06:2023 17:01:41,
S3606103,1,29.1,52,23.3026343,13:06:2023 17:01:14,
S3606104,1,29,48,19.9269088,13:06:2023 16:51:06,
S3606105,1,29.6,45,26.436336,13:06:2023 16:54:30,
S3606106,1,28.8,52,14.0363058,13:06:2023 18:11:44,
S3606107,1,29.8,51,18.0659632,13:06:2023 16:54:02,
S3606108,1,28.8,50,22.4964598,13:06:2023 16:47:31,
S3606109,1,28.9,53,22.2014352,13:06:2023 16:54:58,
S3606110,1,29.4,52,20.0928913,13:06:2023 16:48:00,
S3606111,1,28.4,48,21.5706247,13:06:2023 16:50:35,
S3606112,1,28.6,51,16.8027033,13:06:2023 17:00:40,
S3606113,1,28.4,44,22.1455276,13:06:2023 16:58:50,
S3606114,1,28.6,47,18.4857767,13:06:2023 16:30:48,
S3606115,1,30.5,41,18.7751148,13:06:2023 16:59:19,
S3606116,1,30.5,45,22.3877843,13:06:2023 16:53:29,
S3606117,1,29.5,53,20.2241738,13:06:2023 16:51:50,
S3606118,1,29.8,51,15.3238936,13:06:2023 16:58:25,
S3606119,1,30.3,42,20.4954439,13:06:2023 16:21:28,
S3606120,1,28.8,53,20.1823537,13:06:2023 16:52:30,
S3606121,1,30,50,19.6462356,13:06:2023 16:40:29,
S3606122,1,29.2,49,22.7249629,13:06:2023 16:35:55,
S3606123,1,30.2,44,18.0845183,13:06:2023 16:45:46,
S3606124,1,29.6,50,17.9387828,13:06:2023 16:49:39,
S3606125,1,29.2,48,27.3159329,13:06:2023 16:43:19,
S3606126,1,29,51,23.8311665,13:06:2023 16:41:00,
S3606127,1,29.4,49,25.8569744,13:06:2023 16:56:09,
S3606128,1,28.6,52,18.4949351,13:06:2023 16:33:26,
S3606129,1,28.9,52,19.1481928,13:06:2023 16:25:43,
S3606130,1,28.8,47,21.1353913,13:06:2023 16:50:05,
S3606131,1,29.1,51,17.293732,13:06:2023 16:46:17,
S3606132,1,29.3,50,22.0355404,13:06:2023 16:34:52,
S3606133,1,30.4,44,20.1190981,13:06:2023 16:36:54,
S3606134,1,28.9,54,18.8675155,13:06:2023 16:19:37,
S3606135,1,29.5,52,21.6634298,13:06:2023 16:43:46,
S3606136,1,29.2,52,16.2334245,13:06:2023 16:57:56,
S3606137,1,29.1,47,20.8780982,13:06:2023 16:35:27,
S3606138,1,29.1,48,19.1567863,13:06:2023 16:42:54,
S3606139,1,30.9,42,20.5345597,13:06:2023 16:39:34,
S3606140,1,28.6,44,21.267405,13:06:2023 16:24:01,
S3606141,1,30.1,44,21.4490359,13:06:2023 16:42:28,
S3606142,1,29,51,19.3900245,13:06:2023 16:40:00,
S3606143,1,28.9,53,20.420997,13:06:2023 16:25:11,
S3606144,1,29.3,53,12.0692814,13:06:2023 16:34:23,
S3606145,1,28.7,48,24.0131481,13:06:2023 16:22:31,
S3606146,1,28.5,51,25.1234048,13:06:2023 16:12:13,
S3606147,1,29,52,19.5660531,13:06:2023 16:28:14,
S3606148,1,28.3,47,25.4098286,13:06:2023 16:37:22,
S3606149,1,29.1,50,22.0658312,13:06:2023 16:29:41,
S3606150,1,28.8,53,18.5670261,13:06:2023 16:28:45,
S3606151,1,29,50,18.5718944,13:06:2023 16:20:04,
S3606152,1,29.3,52,17.2372098,13:06:2023 16:16:32,
S3606153,1,28.9,46,19.3085393,13:06:2023 16:11:47,
S3606154,1,29.8,52,15.9260068,13:06:2023 16:27:09,
S3606155,1,30.7,42,17.856688,13:06:2023 16:22:58,
S3606156,1,28.6,53,18.877221,13:06:2023 18:12:13,
S3606157,1,29.1,51,16.2063185,13:06:2023 16:31:13,
S3606158,1,29,46,22.2750586,13:06:2023 16:12:40,
S3606159,1,28.1,49,24.8798521,13:06:2023 16:39:08,
S3606160,1,30.5,45,19.7605618,13:06:2023 16:41:30,
S3606161,1,29.1,50,22.4163312,13:06:2023 16:03:49,
S3606162,1,29.3,51,19.9651981,13:06:2023 16:27:48,
S3606163,1,28.6,53,26.1332132,13:06:2023 16:38:42,
S3606164,1,30.9,49,19.5970058,13:06:2023 16:04:47,
S3606165,1,29.7,52,29.344172,13:06:2023 16:07:49,
S3606166,1,28.8,52,17.0243003,13:06:2023 16:09:31,
S3606167,1,29.3,49,22.3418493,13:06:2023 16:26:16,
S3606168,1,30.3,44,21.3202529,13:06:2023 16:41:59,
S3606169,1,29.3,44,18.5203208,13:06:2023 16:21:57,
S3606170,1,29,47,29.5095871,13:06:2023 16:19:07,
S3606171,1,29.4,52,17.9698628,13:06:2023 16:55:40,
S3606172,1,28.9,52,21.9628612,13:06:2023 16:18:35,
S3606173,1,29.3,52,19.5496794,13:06:2023 16:18:06,
S3606174,1,29,51,20.5403805,13:06:2023 16:08:17,
S3606175,1,30,40,25.7075028,13:06:2023 16:30:08,
S3606176,1,29.2,52,20.0720788,13:06:2023 16:21:00,
S3606177,1,29.4,45,16.5001643,13:06:2023 16:57:29,
S3606178,1,29.2,46,16.3760686,13:06:2023 17:00:14,
S3606179,1,28.9,50,18.9987885,13:06:2023 16:07:22,
S3606180,1,29.4,49,17.8852439,13:06:2023 16:36:21,
S3606181,1,28.2,48,24.4537322,13:06:2023 16:09:06,
S3606182,1,30.1,43,18.124021,13:06:2023 16:29:12,
S3606183,1,28.7,52,19.5466527,13:06:2023 16:20:33,
S3606184,1,28.9,52,14.6752989,13:06:2023 16:26:43,
S3606185,1,29.1,53,16.8236802,13:06:2023 16:08:42,
S3606186,1,29,49,22.8408579,13:06:2023 16:10:26,
S3606187,1,28.4,45,22.8775471,13:06:2023 16:09:59,
S3606188,1,29.6,50,21.596499,13:06:2023 16:59:48,
S3606189,1,30.2,43,19.2605064,13:06:2023 16:38:15,
S3606190,1,30,45,24.6384453,13:06:2023 16:05:42,
S3606191,1,29.1,52,17.8826875,13:06:2023 16:03:23,
S3606192,1,29.4,49,23.3113792,13:06:2023 16:37:48,
S3606193,1,29.9,44,17.7454427,13:06:2023 16:01:37,
S3606194,1,30.1,43,19.7817462,13:06:2023 16:17:35,
S3606195,1,29.1,53,19.777727,13:06:2023 16:17:08,
S3606196,1,28.1,52,20.2944727,13:06:2023 16:24:26,
S3606197,1,29.5,52,15.994425,13:06:2023 16:05:16,
S3606198,1,29,51,28.5947375,13:06:2023 16:57:05,
S3606199,1,28.8,52,17.9076062,13:06:2023 16:06:54,
S3606200,1,29.5,50,20.9394246,13:06:2023 16:04:14,
S3606201,1,30.2,41,13.806308,13:06:2023 15:53:31,
S3606202,1,28.9,51,21.1706705,13:06:2023 15:19:52,
S3606203,1,28.5,51,20.5531047,13:06:2023 15:48:30,
S3606204,1,29.4,49,23.3109028,13:06:2023 15:42:44,
S3606205,1,29.9,45,21.7364311,13:06:2023 15:53:02,
S3606206,1,28.6,51,25.7292306,13:06:2023 15:42:12,
S3606207,1,28.6,52,15.655697,13:06:2023 15:50:55,
S3606208,1,29.1,49,18.4775277,13:06:2023 15:45:23,
S3606209,1,29.7,48,16.5062795,13:06:2023 15:02:41,
S3606210,1,28.7,52,20.3992448,13:06:2023 15:03:45,
S3606211,1,28.4,53,19.1556432,13:06:2023 15:49:27,
S3606212,1,29.7,51,21.0630232,13:06:2023 15:44:08,
S3606213,1,29.2,53,16.4008245,13:06:2023 15:50:16,
S3606214,1,29,45,19.8106384,13:06:2023 15:27:31,
S3606215,1,28.8,50,29.7014432,13:06:2023 15:31:17,
S3606216,1,29.9,46,18.1570766,13:06:2023 15:24:08,
S3606217,1,30.1,44,18.2216797,13:06:2023 15:47:54,
S3606218,1,30,45,21.7343468,13:06:2023 15:25:07,
S3606219,1,29.6,51,18.7122279,13:06:2023 15:41:01,
S3606220,1,30,44,17.7771038,13:06:2023 15:20:20,
S3606221,1,29.2,53,19.4111857,13:06:2023 15:07:44,
S3606222,1,30.1,43,23.4728804,13:06:2023 15:30:42,
S3606223,1,29.3,51,21.4828003,13:06:2023 15:44:35,
S3606224,1,30.2,44,19.3128647,13:06:2023 15:26:07,
S3606225,1,29.2,52,18.4231491,13:06:2023 15:43:30,
S3606226,1,28.7,43,18.1055674,13:06:2023 15:47:24,
S3606227,1,29.5,51,21.597748,13:06:2023 15:55:59,
S3606228,1,28.6,47,16.4680699,13:06:2023 15:03:15,
S3606229,1,29.7,51,15.5497348,13:06:2023 15:41:42,
S3606230,1,28.7,46,18.9556311,13:06:2023 15:11:03,
S3606231,1,30.5,44,23.7028146,13:06:2023 15:29:26,
S3606232,1,28.7,52,21.2403542,13:06:2023 15:15:26,
S3606233,1,28.6,50,17.6376471,13:06:2023 15:56:32,
S3606234,1,29,48,19.0116811,13:06:2023 14:34:54,
S3606235,1,28,49,21.8801055,13:06:2023 15:19:26,
S3606236,1,29.1,50,21.0637016,13:06:2023 15:32:20,
S3606237,1,29.2,51,14.4859437,13:06:2023 15:04:22,
S3606238,1,30.3,45,24.5067552,13:06:2023 15:23:40,
S3606239,1,29.3,53,16.3470568,13:06:2023 15:34:46,
S3606240,1,29.1,51,22.730925,13:06:2023 15:08:38,
S3606241,1,29.5,52,16.9695682,13:06:2023 14:30:54,
S3606242,1,28.7,52,21.4165626,13:06:2023 15:25:38,
S3606243,1,29.6,49,23.0198202,13:06:2023 14:35:56,
S3606244,1,28.9,46,14.043239,13:06:2023 15:06:46,
S3606245,1,29.1,51,20.0045643,13:06:2023 15:20:53,
S3606246,1,29,51,22.8017993,13:06:2023 15:31:45,
S3606247,1,29.5,49,25.9609968,13:06:2023 15:58:13,
S3606248,1,28.9,51,25.2169593,13:06:2023 15:28:28,
S3606249,1,28.9,53,21.660616,13:06:2023 15:30:12,
S3606250,1,29.2,50,20.6688564,13:06:2023 15:09:06,
S3606251,1,29,53,19.2341415,13:06:2023 15:05:02,
S3606252,1,29,52,18.2461594,13:06:2023 15:11:34,
S3606253,1,29,52,21.9640337,13:06:2023 15:27:04,
S3606254,1,28.9,45,24.0137,13:06:2023 15:17:57,
S3606255,1,29,52,19.1561135,13:06:2023 15:57:44,
S3606256,1,29.1,47,16.9721288,13:06:2023 14:36:31,
S3606257,1,29.9,43,18.5857799,13:06:2023 15:46:26,
S3606258,1,28.6,50,19.2311039,13:06:2023 15:34:13,
S3606259,1,29.1,53,18.2947457,13:06:2023 15:18:56,
S3606260,1,29.4,51,25.0696856,13:06:2023 15:14:04,
S3606261,1,29.2,51,23.193649,13:06:2023 18:13:30,
S3606262,1,29.4,49,22.2332483,13:06:2023 15:33:47,
S3606263,1,28.5,52,17.1514207,13:06:2023 14:40:43,
S3606264,1,29.2,49,23.0951085,13:06:2023 15:24:39,
S3606265,1,29.3,44,18.2374884,13:06:2023 15:14:59,
S3606266,1,29.4,50,20.2097869,13:06:2023 15:10:38,
S3606267,1,30.7,44,12.6024894,13:06:2023 14:47:36,
S3606268,1,29.2,50,18.5900876,13:06:2023 15:08:11,
S3606269,1,29.5,52,19.2694325,13:06:2023 14:44:14,
S3606270,1,29.2,53,19.6482065,13:06:2023 15:54:01,
S3606271,1,29.4,51,26.9217285,13:06:2023 15:32:52,
S3606272,1,29,48,19.3500393,13:06:2023 15:12:56,
S3606273,1,28.7,52,21.0900218,13:06:2023 14:35:26,
S3606274,1,29.1,50,17.6525206,13:06:2023 15:07:15,
S3606275,1,29.4,54,21.8755181,13:06:2023 14:42:44,
S3606276,1,29,52,22.5258996,13:06:2023 15:28:01,
S3606277,1,30.6,43,17.0096995,13:06:2023 15:23:08,
S3606278,1,28.8,54,15.3805002,13:06:2023 14:37:50,
S3606279,1,28.8,49,22.9928084,13:06:2023 14:33:42,
S3606280,1,28.8,45,17.0502546,13:06:2023 15:14:33,
S3606281,1,28.3,43,19.2416718,13:06:2023 14:34:11,
S3606282,1,29.6,52,19.0312148,13:06:2023 14:32:56,
S3606283,1,28.3,53,28.0004138,13:06:2023 15:12:02,
S3606284,1,30.3,45,14.798981,13:06:2023 14:45:37,
S3606285,1,28.7,48,19.3600315,13:06:2023 15:39:01,
S3606286,1,29,50,23.7097999,13:06:2023 15:28:57,
S3606287,1,29.2,52,17.4827204,13:06:2023 14:41:12,
S3606288,1,28.3,44,15.6565302,13:06:2023 15:52:28,
S3606289,1,28.6,44,18.9502933,13:06:2023 14:42:16,
S3606290,1,28.5,52,13.3290534,13:06:2023 15:13:27,
S3606291,1,29.5,49,22.6560138,13:06:2023 15:26:34,
S3606292,1,29,51,19.5326576,13:06:2023 15:18:24,
S3606293,1,30.6,45,27.2908404,13:06:2023 14:48:03,
S3606294,1,28.9,52,17.2928187,13:06:2023 15:10:10,
S3606295,1,29.5,51,28.9315586,13:06:2023 15:38:32,
S3606296,1,28.4,42,14.46426,13:06:2023 15:57:03,
S3606297,1,29.9,52,24.7079259,13:06:2023 15:05:36,
S3606298,1,29.1,48,18.121305,13:06:2023 15:09:41,
S3606299,1,29.6,51,19.1638579,13:06:2023 15:54:34,
S3606300,1,28.9,47,17.9604495,13:06:2023 15:46:55,
S3606301,1,28.6,53,16.8020596,13:06:2023 13:18:08,
S3606302,1,30.7,45,15.5334043,13:06:2023 13:18:35,
S3606303,1,29.9,43,15.7317492,13:06:2023 13:19:08,
S3606304,1,28.2,45,15.1170967,13:06:2023 13:19:41,
S3606305,1,28.7,45,18.90886,13:06:2023 13:20:09,
S3606306,1,30.6,43,22.7991965,13:06:2023 13:20:55,
S3606307,1,29.5,49,15.8795591,13:06:2023 13:21:28,
S3606308,1,28.9,53,16.2266158,13:06:2023 13:22:00,
S3606309,1,30.3,42,19.6175288,13:06:2023 13:22:29,
S3606310,1,29.9,44,17.793609,13:06:2023 13:22:57,
S3606311,1,29.5,48,19.0710911,13:06:2023 13:05:44,
S3606312,1,29,52,18.5168283,13:06:2023 13:06:11,
S3606313,1,28.4,44,23.5435878,13:06:2023 13:06:38,
S3606314,1,29.4,45,19.7095589,13:06:2023 13:07:17,
S3606315,1,29.8,52,19.2152464,13:06:2023 13:07:46,
S3606316,1,28.8,52,18.3204849,13:06:2023 13:08:16,
S3606317,1,29.2,53,19.7994081,13:06:2023 13:09:02,
S3606318,1,28.6,52,24.5233183,13:06:2023 13:09:34,
S3606319,1,28.9,48,15.1282837,13:06:2023 13:10:08,
S3606320,1,29.3,38,20.5889542,13:06:2023 13:10:40,
S3606321,1,29.9,44,21.626884,13:06:2023 13:02:15,
S3606322,1,30.2,44,14.295488,13:06:2023 13:01:39,
S3606323,1,29.2,53,18.9033794,13:06:2023 13:01:07,
S3606324,1,28.9,53,16.7274234,13:06:2023 13:00:35,
S3606325,1,28.7,52,19.9510149,13:06:2023 13:02:46,
S3606326,1,29.7,50,17.6261954,13:06:2023 13:04:48,
S3606327,1,28.6,45,19.8110943,13:06:2023 13:04:17,
S3606328,1,28.1,52,19.0480234,13:06:2023 13:03:45,
S3606329,1,28.7,42,20.5223449,13:06:2023 13:03:14,
S3606330,1,29,52,14.7011909,13:06:2023 09:56:23,
S3606331,1,28.6,47,16.2094706,13:06:2023 13:11:33,
S3606332,1,28.7,49,19.9611469,13:06:2023 13:12:03,
S3606333,1,29.1,50,18.5321042,13:06:2023 13:12:51,
S3606334,1,29.3,45,14.383457,13:06:2023 13:13:22,
S3606335,1,29.3,49,18.0085036,13:06:2023 13:13:59,
S3606336,1,29.4,47,16.2013025,13:06:2023 13:14:30,
S3606337,1,29,51,17.6385897,13:06:2023 13:14:57,
S3606338,1,28.9,46,13.1924575,13:06:2023 13:15:42,
S3606339,1,29.4,52,17.2767181,13:06:2023 13:16:18,
S3606340,1,30.7,42,17.3548358,13:06:2023 13:16:50,
S3606341,1,30.1,44,15.9957676,13:06:2023 13:23:38,
S3606342,1,29.9,44,16.3573411,13:06:2023 13:24:05,
S3606343,1,29.3,49,14.7849387,13:06:2023 13:24:37,
S3606344,1,29,54,23.8134624,13:06:2023 13:25:11,
S3606345,1,28.8,48,18.0937024,13:06:2023 13:25:44,
S3606346,1,28.9,53,17.7190156,13:06:2023 13:26:22,
S3606347,1,28.9,52,17.5707075,13:06:2023 13:26:56,
S3606348,1,28.6,51,21.6550711,13:06:2023 13:27:26,
S3606349,1,28.6,44,20.954898,13:06:2023 13:28:13,
S3606350,1,29.3,53,19.3750185,13:06:2023 13:28:51,
S3606352,1,28.9,47,21.8379111,13:06:2023 12:56:28,
S3606353,1,28.9,43,22.8293592,13:06:2023 12:55:11,
