Device_ID,Temperature Sensor,Temperature,Humidity,Sleep Current,TimeStamp,
S3601156,1,28.8,50,24.6418075,06:06:2023 14:38:37,
S3601157,1,28.7,52,16.6493447,06:06:2023 14:37:58,
S3601158,1,29.9,46,19.5155427,06:06:2023 15:01:34,
S3601159,1,29.2,51,22.6467749,06:06:2023 15:02:04,
S3601160,1,29,52,21.3656653,06:06:2023 15:03:07,
S3601161,1,29.2,47,15.5862162,06:06:2023 15:03:37,
S3601162,1,28.6,52,14.9999873,06:06:2023 15:04:17,
S3601163,1,29.2,53,20.6067882,06:06:2023 15:05:48,
S3601164,1,29.2,44,19.5849437,06:06:2023 15:07:15,
S3601165,1,28.2,41,19.9205869,06:06:2023 15:07:48,
S3601166,1,28.7,54,19.8032617,06:06:2023 15:14:05,
S3601167,1,29.6,49,26.2785867,06:06:2023 15:15:00,
S3601168,1,29.8,52,19.9418583,06:06:2023 15:15:31,
S3601169,1,29.3,51,18.7594567,06:06:2023 15:16:05,
S3601170,1,29.7,48,20.7329892,06:06:2023 15:22:42,
S3601171,1,29.9,42,25.7293211,06:06:2023 15:23:20,
S3601172,1,28.7,47,19.6763683,06:06:2023 15:23:51,
S3601173,1,28.6,48,19.3139338,06:06:2023 15:24:49,
S3601174,1,28.5,51,24.2253554,06:06:2023 15:25:26,
S3601175,1,28.7,50,16.8966468,06:06:2023 15:26:03,
S3601176,1,29.8,44,29.0980442,06:06:2023 15:26:43,
S3601177,1,28.7,54,19.4136554,06:06:2023 15:27:28,
S3601178,1,29.1,47,24.5196566,06:06:2023 15:28:04,
S3601179,1,29,52,14.8467937,06:06:2023 15:28:57,
S3601180,1,29.2,47,20.8122282,06:06:2023 15:29:35,
S3601181,1,28.1,46,16.4045415,06:06:2023 15:30:26,
S3601182,1,29.1,52,16.1061274,06:06:2023 15:30:56,
S3601183,1,29.3,52,25.1115848,06:06:2023 15:31:32,
S3601184,1,29.2,52,21.5071661,06:06:2023 15:32:11,
S3601185,1,29.4,51,23.8312848,06:06:2023 15:32:57,
S3601186,1,28.2,45,19.004455,06:06:2023 15:33:52,
S3601187,1,28.7,49,23.3437939,06:06:2023 15:34:27,
S3601188,1,29.1,51,19.8626285,06:06:2023 15:35:17,
S3601189,1,28.7,46,23.5447204,06:06:2023 15:35:55,
S3601190,1,29.1,52,19.3766027,06:06:2023 15:36:29,
S3601191,1,28.3,45,23.5650702,06:06:2023 15:37:21,
S3601192,1,29,44,16.2115833,06:06:2023 15:37:58,
S3601193,1,29.3,52,20.0421663,06:06:2023 15:41:38,
S3601194,1,28,43,25.3328017,06:06:2023 15:39:21,
S3601195,1,28.9,51,29.9196715,06:06:2023 15:40:05,
S3601196,1,29,47,21.6853643,06:06:2023 15:41:02,
S3601197,1,28.4,45,21.4863412,06:06:2023 15:42:14,
S3601198,1,28.5,46,20.2369381,06:06:2023 15:42:47,
S3601199,1,29.8,43,20.3372915,06:06:2023 15:43:31,
S3601200,1,29,47,21.0012004,06:06:2023 15:44:07,
S3601201,1,29.2,47,25.0005326,06:06:2023 15:44:37,
S3601202,1,28.2,42,21.560304,06:06:2023 15:45:13,
S3601203,1,29.1,50,25.5968572,06:06:2023 15:45:47,
S3601204,1,29.2,53,15.3671267,06:06:2023 15:46:18,
S3601205,1,29.7,43,19.7276032,06:06:2023 15:46:58,
S3601206,1,29.1,52,21.9851949,06:06:2023 15:47:34,
S3601207,1,29.1,52,18.500142,06:06:2023 15:48:29,
S3601208,1,28.4,52,16.1021699,06:06:2023 15:49:09,
S3601209,1,29.8,48,26.621091,06:06:2023 15:50:47,
S3601210,1,28.9,52,22.8299652,06:06:2023 15:51:35,
S3601211,1,29.7,51,28.7158817,06:06:2023 15:52:14,
S3601212,1,29,53,22.2768299,06:06:2023 15:52:47,
S3601213,1,28.4,44,16.8619405,06:06:2023 15:53:24,
S3601214,1,29.2,49,24.9248028,06:06:2023 15:54:10,
S3601215,1,29.8,44,20.1858305,06:06:2023 15:54:39,
S3601216,1,28.9,52,17.2361455,06:06:2023 15:55:43,
S3601217,1,28.8,47,13.5679082,07:06:2023 10:04:32,
S3601218,1,29,49,17.7009743,06:06:2023 15:57:34,
S3601219,1,29.7,45,17.4487518,06:06:2023 15:58:08,
S3601220,1,28.2,44,19.4475541,06:06:2023 15:58:41,
S3601221,1,29.9,45,19.5916664,06:06:2023 15:59:19,
S3601222,1,28.5,44,17.4346386,06:06:2023 16:06:04,
S3601223,1,28.6,54,21.7197372,06:06:2023 16:06:52,
S3601224,1,28.6,49,21.7213048,06:06:2023 16:07:43,
S3601225,1,29.1,52,20.3126127,06:06:2023 16:08:15,
S3601226,1,29.2,48,18.5471066,06:06:2023 16:09:12,
S3601227,1,28.2,51,22.0593415,06:06:2023 16:09:45,
S3601228,1,29.2,54,19.0797895,06:06:2023 16:10:16,
S3601229,1,29.4,50,16.9397195,06:06:2023 16:11:18,
S3601230,1,28.3,45,16.6043237,06:06:2023 16:11:57,
S3601231,1,29.4,52,17.2903797,06:06:2023 16:12:29,
S3601232,1,29.3,45,24.9208412,06:06:2023 16:13:08,
S3601233,1,28.9,49,21.8973957,06:06:2023 16:13:39,
S3601234,1,29.7,50,22.6731921,06:06:2023 16:15:12,
S3601235,1,28.9,51,18.1569792,06:06:2023 16:17:58,
S3601236,1,29.8,44,24.0191959,06:06:2023 16:18:37,
S3601237,1,29,52,19.202006,06:06:2023 16:19:42,
S3601238,1,29.1,49,28.0908344,06:06:2023 16:20:28,
S3601239,1,29.2,52,21.5033298,06:06:2023 16:21:10,
S3601240,1,29.4,50,26.9709735,06:06:2023 16:21:56,
S3601241,1,28.3,42,21.6907008,06:06:2023 16:22:31,
S3601242,1,28.6,42,25.1268659,06:06:2023 16:23:07,
S3601243,1,29.3,52,21.1871429,06:06:2023 16:23:56,
S3601244,1,29.5,50,21.1604278,06:06:2023 16:24:55,
S3601245,1,29.7,47,24.9235219,06:06:2023 16:27:16,
S3601246,1,28.8,52,22.4733569,06:06:2023 16:28:47,
S3601247,1,28.9,52,18.7646174,06:06:2023 16:29:21,
S3601248,1,28.9,53,23.4287424,06:06:2023 16:30:00,
S3601249,1,28.9,52,23.5854697,06:06:2023 16:30:47,
S3601250,1,29.2,52,25.5401956,06:06:2023 16:33:24,
S3601251,1,28.4,42,20.4366335,06:06:2023 16:34:24,
S3601252,1,28.6,46,19.7404481,06:06:2023 16:35:07,
S3601253,1,28.4,42,26.6255409,06:06:2023 16:35:51,
S3601254,1,29.1,52,21.1865858,06:06:2023 16:36:45,
S3601255,1,29,52,24.714913,06:06:2023 16:37:24,
S3601256,1,29.5,52,19.1425342,06:06:2023 16:38:12,
S3601257,1,29.9,51,23.1510018,06:06:2023 16:38:44,
S3601258,1,29.3,45,22.0765205,06:06:2023 16:39:19,
S3601259,1,28.3,52,25.1201433,06:06:2023 16:40:02,
S3601260,1,29.4,50,19.0539314,06:06:2023 16:40:56,
S3601261,1,28.9,49,21.3034162,06:06:2023 17:14:57,
S3601262,1,29,50,19.0376277,06:06:2023 17:15:31,
S3601263,1,29.5,51,22.7813153,06:06:2023 17:16:12,
S3601264,1,28.3,45,18.4763233,06:06:2023 17:16:44,
S3601265,1,29.4,51,19.6676758,06:06:2023 17:17:30,
S3601266,1,28.7,48,19.3722753,06:06:2023 17:18:03,
S3601267,1,29.1,51,19.8152762,06:06:2023 17:18:59,
S3601268,1,28.6,45,19.9330348,06:06:2023 17:19:58,
S3601269,1,29.8,49,18.4143891,06:06:2023 17:20:29,
S3601270,1,29.3,50,25.0322637,06:06:2023 17:21:01,
S3601271,1,29.6,43,19.4340655,06:06:2023 17:21:37,
S3601272,1,28.9,46,20.5738326,06:06:2023 17:22:08,
S3601273,1,28.5,45,15.9315129,06:06:2023 17:24:03,
S3601274,1,28.6,50,29.001736,06:06:2023 17:23:03,
S3601275,1,28.3,52,21.9740806,06:06:2023 17:22:36,
S3601276,1,28.7,52,18.968744,06:06:2023 17:24:56,
S3601277,1,29.4,50,21.4832083,06:06:2023 17:24:29,
S3601278,1,29.3,48,16.6880419,06:06:2023 17:25:52,
S3601279,1,28.9,49,22.423821,06:06:2023 17:26:25,
S3601280,1,29.1,50,20.367645,06:06:2023 17:26:54,
S3601281,1,29.8,48,18.7863076,06:06:2023 17:27:23,
S3601282,1,28.6,42,23.2785438,06:06:2023 17:27:56,
S3601283,1,29.2,51,20.9810686,06:06:2023 17:28:22,
S3601284,1,28.5,50,17.8371857,06:06:2023 17:28:58,
S3601285,1,28.9,48,23.6171148,06:06:2023 17:29:25,
S3601286,1,28.2,47,22.9959736,06:06:2023 17:29:57,
S3601287,1,29.5,52,24.6833682,06:06:2023 17:30:33,
S3601288,1,28.3,41,18.7350655,06:06:2023 17:31:08,
S3601289,1,29,47,16.6790464,06:06:2023 17:32:34,
S3601290,1,29.2,50,22.7921841,06:06:2023 17:33:10,
S3601291,1,29.9,45,23.03087,06:06:2023 17:33:42,
S3601292,1,28.9,50,20.2226465,06:06:2023 17:40:57,
S3601293,1,28.7,50,21.0290653,06:06:2023 17:40:15,
S3601294,1,29.4,52,19.2118382,06:06:2023 17:39:44,
S3601295,1,29.5,47,12.6247504,06:06:2023 17:34:34,
S3601296,1,28.6,45,20.7514758,06:06:2023 17:38:38,
S3601297,1,29,52,20.0018735,06:06:2023 17:36:06,
S3601298,1,28.6,52,24.1034041,06:06:2023 17:38:08,
S3601299,1,29.5,48,16.0175476,06:06:2023 17:37:21,
S3601300,1,28.9,46,18.8218215,06:06:2023 17:42:18,
S3601301,1,28.2,43,16.4367456,06:06:2023 10:44:16,
S3601302,1,29.6,51,19.2073837,06:06:2023 12:09:18,
S3601303,1,28,42,20.8847129,06:06:2023 12:39:30,
S3601304,1,28.9,44,15.7821642,06:06:2023 12:24:54,
S3601305,1,28.1,50,20.3297571,06:06:2023 12:04:46,
S3601306,1,29.3,45,21.1640733,06:06:2023 12:05:13,
S3601307,1,29.3,53,20.3810317,06:06:2023 12:03:15,
S3601308,1,29.3,48,17.7915389,06:06:2023 12:33:25,
S3601309,1,29.7,43,22.0959947,06:06:2023 12:33:53,
S3601310,1,28.6,52,19.5694381,06:06:2023 12:22:05,
S3601311,1,28.1,44,22.4547934,06:06:2023 12:25:50,
S3601312,1,28.2,44,26.0282074,06:06:2023 11:58:44,
S3601313,1,29.7,53,18.5229167,06:06:2023 12:01:54,
S3601314,1,29.4,53,17.7393399,06:06:2023 12:21:36,
S3601315,1,28.1,50,17.0977895,06:06:2023 12:29:32,
S3601316,1,29.3,52,19.004665,06:06:2023 12:22:34,
S3601317,1,29.2,46,19.8039033,06:06:2023 12:07:55,
S3601318,1,29.2,44,19.3559389,06:06:2023 12:13:26,
S3601319,1,29,50,27.3777195,06:06:2023 12:31:53,
S3601320,1,28.8,45,27.0376122,06:06:2023 12:27:51,
S3601321,1,29.2,50,21.1871776,06:06:2023 09:52:28,
S3601322,1,29.7,53,18.684849,06:06:2023 12:03:51,
S3601323,1,29.4,53,18.5108292,06:06:2023 12:01:24,
S3601324,1,29.6,45,19.1911181,06:06:2023 12:17:01,
S3601325,1,28.7,51,20.0812153,06:06:2023 12:05:38,
S3601326,1,28.4,45,22.4482195,06:06:2023 12:19:11,
S3601327,1,29.4,48,21.6340699,06:06:2023 12:02:19,
S3601328,1,29.1,45,20.8309205,06:06:2023 09:54:41,
S3601329,1,29.4,51,21.8205418,06:06:2023 09:55:58,
S3601330,1,28.1,45,23.6436893,06:06:2023 12:12:23,
S3601331,1,29.8,52,16.8027018,06:06:2023 12:10:08,
S3601332,1,29.8,43,26.3883879,06:06:2023 12:38:29,
S3601333,1,28.9,45,22.1783858,06:06:2023 12:10:32,
S3601334,1,28.1,51,20.2180175,06:06:2023 12:24:27,
S3601335,1,29.2,49,18.6231114,06:06:2023 12:02:51,
S3601336,1,28.6,51,26.9163658,06:06:2023 11:59:39,
S3601337,1,28.1,45,17.29065,06:06:2023 11:58:15,
S3601338,1,28.9,47,19.3217972,06:06:2023 12:04:19,
S3601339,1,28.3,52,18.3184777,06:06:2023 12:13:53,
S3601340,1,28.9,51,17.9809206,06:06:2023 12:17:53,
S3601341,1,28.6,52,18.8428724,06:06:2023 12:40:26,
S3601342,1,28.2,43,15.7127717,06:06:2023 11:56:50,
S3601343,1,28.7,45,18.101979,06:06:2023 12:31:25,
S3601344,1,28.6,51,17.7796679,06:06:2023 12:34:19,
S3601345,1,29.2,52,19.3719322,06:06:2023 12:06:36,
S3601346,1,28.8,49,18.9490688,06:06:2023 09:55:28,
S3601347,1,28.1,45,18.9330756,06:06:2023 09:54:08,
S3601348,1,28.7,43,28.7180892,06:06:2023 12:23:05,
S3601349,1,28,45,24.1487063,06:06:2023 12:23:31,
S3601350,1,28.9,52,15.007204,06:06:2023 11:57:45,
S3601351,1,29.7,45,19.0712184,06:06:2023 12:17:27,
S3601352,1,28.4,42,12.7213797,06:06:2023 12:18:45,
S3601353,1,29.7,44,17.1279355,06:06:2023 09:53:39,
S3601354,1,28.7,42,18.4386553,06:06:2023 09:53:06,
S3601355,1,28.7,51,24.4426512,06:06:2023 12:37:14,
S3601356,1,29.7,44,17.9933708,06:06:2023 12:14:19,
S3601357,1,29.3,47,25.5073273,06:06:2023 12:00:56,
S3601358,1,28.9,51,18.8603597,06:06:2023 12:11:57,
S3601359,1,28.8,50,19.5651999,06:06:2023 12:00:30,
S3601360,1,29.2,52,19.4954839,06:06:2023 12:38:54,
S3601361,1,28.5,44,22.4082769,06:06:2023 12:27:22,
S3601362,1,28.4,42,21.7015209,06:06:2023 12:29:06,
S3601363,1,28.8,50,23.1610505,06:06:2023 09:47:01,
S3601364,1,28.4,45,17.57977,06:06:2023 12:41:20,
S3601365,1,29.2,51,20.5414726,06:06:2023 12:18:18,
S3601366,1,28.8,49,21.1204213,06:06:2023 12:15:13,
S3601367,1,29.5,47,21.2451887,06:06:2023 12:07:03,
S3601368,1,28.7,52,19.479816,06:06:2023 12:00:05,
S3601369,1,29.3,52,19.2610809,06:06:2023 11:57:17,
S3601370,1,29.1,53,18.2605371,06:06:2023 12:20:04,
S3601371,1,29,52,17.5092702,06:06:2023 12:07:28,
S3601372,1,29.3,51,26.7969259,06:06:2023 12:26:27,
S3601373,1,28.3,45,21.5735568,06:06:2023 12:12:47,
S3601374,1,29.1,52,19.5335272,06:06:2023 12:09:43,
S3601375,1,28.1,42,20.215436,06:06:2023 12:28:42,
S3601376,1,28.4,46,29.2647598,06:06:2023 12:20:55,
S3601377,1,29,52,17.4802822,06:06:2023 09:47:35,
S3601378,1,28.6,50,18.2998915,06:06:2023 12:11:11,
S3601379,1,29.7,51,21.4392232,06:06:2023 12:25:23,
S3601380,1,28.9,52,13.7455333,06:06:2023 09:46:29,
S3601381,1,29.6,45,15.8073777,06:06:2023 12:08:52,
S3601382,1,29.2,45,24.2277765,06:06:2023 12:08:21,
S3601383,1,28.6,44,19.3711871,06:06:2023 14:35:18,
S3601384,1,29.3,56,19.9890895,06:06:2023 15:25:17,
S3601385,1,28.8,46,22.9282054,06:06:2023 15:11:56,
S3601386,1,29.5,50,19.3677783,06:06:2023 14:30:11,
S3601387,1,28.2,44,18.0551031,06:06:2023 15:10:38,
S3601388,1,28,47,17.600555,06:06:2023 14:35:59,
S3601389,1,29,52,23.03297,06:06:2023 14:50:32,
S3601390,1,28.1,41,11.5272433,06:06:2023 14:27:44,
S3601391,1,28.7,49,22.988536,06:06:2023 14:46:16,
S3601392,1,28.7,52,21.2110636,06:06:2023 14:32:49,
S3601393,1,28.8,50,17.4867497,06:06:2023 14:38:15,
S3601394,1,28.1,46,22.4943448,06:06:2023 15:27:21,
S3601395,1,28.9,51,16.0597336,06:06:2023 14:33:26,
S3601396,1,28.2,45,22.7781677,06:06:2023 14:46:47,
S3601397,1,28.5,44,23.1763551,06:06:2023 15:29:31,
S3601398,1,28.9,49,27.1524099,06:06:2023 15:20:44,
S3601399,1,28.6,46,21.9781652,06:06:2023 15:16:16,
S3601400,1,29.3,53,21.6469058,06:06:2023 14:33:58,
S3601401,1,28.1,41,19.6851318,06:06:2023 15:06:38,
S3601402,1,29.7,53,20.8000085,06:06:2023 14:48:59,
S3601403,1,29,46,24.9526646,06:06:2023 14:41:38,
S3601404,1,28.8,46,17.3285151,06:06:2023 14:30:40,
S3601405,1,29.9,43,23.0290415,06:06:2023 15:05:16,
S3601406,1,28,44,16.4489253,06:06:2023 14:24:09,
S3601407,1,28.2,49,21.6581984,06:06:2023 15:00:48,
S3601408,1,28.5,42,17.8269882,06:06:2023 15:12:53,
S3601409,1,28.9,50,18.2868599,06:06:2023 15:13:18,
S3601410,1,28.7,49,21.8137958,06:06:2023 14:28:41,
S3601411,1,28.7,52,22.0302067,06:06:2023 15:14:48,
S3601412,1,28.8,50,21.882988,06:06:2023 14:26:17,
S3601413,1,28.1,46,23.2535032,06:06:2023 15:18:09,
S3601414,1,28.9,51,23.8700802,06:06:2023 14:36:40,
S3601415,1,28.2,45,24.7443482,06:06:2023 14:52:14,
S3601416,1,29.5,49,22.6183383,06:06:2023 14:25:29,
S3601417,1,29.9,44,19.3489365,06:06:2023 15:19:55,
S3601418,1,29.5,51,20.1085388,06:06:2023 14:24:58,
S3601419,1,29.6,45,21.8929476,06:06:2023 15:16:44,
S3601420,1,29.2,45,18.0314022,06:06:2023 14:49:40,
S3601421,1,28.6,44,22.8238488,06:06:2023 14:53:41,
S3601422,1,29.3,56,20.0098546,06:06:2023 14:41:13,
S3601423,1,28.8,46,22.6593869,06:06:2023 14:58:26,
S3601424,1,29.5,50,14.0943212,06:06:2023 15:09:12,
S3601425,1,28.2,44,13.3733761,06:06:2023 15:24:52,
S3601426,1,28,47,22.1170773,06:06:2023 15:28:13,
S3601427,1,29,52,23.4102236,06:06:2023 14:54:36,
S3601428,1,28.1,41,20.5822117,06:06:2023 15:01:47,
S3601429,1,28.7,49,16.4724992,06:06:2023 15:02:53,
S3601430,1,28.7,52,18.1011326,06:06:2023 15:18:36,
S3601431,1,28.8,50,23.6778343,06:06:2023 14:57:38,
S3601432,1,28.1,46,20.674724,06:06:2023 14:54:09,
S3601433,1,28.9,51,18.3737984,06:06:2023 15:22:13,
S3601434,1,28.2,45,21.012001,06:06:2023 15:12:24,
S3601435,1,28.5,44,14.3910801,06:06:2023 15:02:21,
S3601436,1,28.9,49,21.8795474,06:06:2023 15:23:10,
S3601437,1,28.6,46,21.0600985,06:06:2023 15:01:17,
S3601438,1,29.3,53,23.4116952,06:06:2023 15:22:41,
S3601439,1,28.1,41,19.8180017,06:06:2023 14:48:07,
S3601440,1,29.7,53,14.5736906,06:06:2023 15:09:42,
S3601441,1,29,46,24.2870953,06:06:2023 15:07:07,
S3601442,1,28.8,46,21.0881064,06:06:2023 14:51:45,
S3601443,1,29.9,43,18.5251075,06:06:2023 14:50:06,
S3601444,1,28,44,21.2568774,06:06:2023 15:04:19,
S3601445,1,28.2,49,18.5044704,06:06:2023 14:56:22,
S3601446,1,28.5,42,13.0429876,06:06:2023 14:55:27,
S3601447,1,28.9,50,17.9256123,06:06:2023 15:21:12,
S3601448,1,29,53,26.2937299,06:06:2023 14:37:41,
S3601449,1,29.1,49,16.234512,06:06:2023 14:58:57,
S3601450,1,28.8,49,22.5796682,06:06:2023 15:07:40,
S3601451,1,28.2,51,21.7615701,06:06:2023 14:51:01,
S3601452,1,28.5,55,19.6696153,06:06:2023 14:42:05,
S3601453,1,28.6,49,20.9164189,06:06:2023 15:05:46,
S3601454,1,29,52,17.2506593,06:06:2023 14:53:10,
S3601455,1,29,47,23.7429056,06:06:2023 15:21:42,
S3601456,1,28.8,43,19.4735183,06:06:2023 15:11:09,
S3601457,1,28.3,43,21.5978027,06:06:2023 15:13:52,
S3601458,1,29.4,51,16.9157342,06:06:2023 14:45:48,
S3601459,1,28.6,41,14.3789328,06:06:2023 15:08:46,
S3601460,1,28.7,46,23.5007077,06:06:2023 15:17:41,
S3601461,1,28.9,43,18.9422712,06:06:2023 14:48:32,
S3601462,1,28.3,42,24.0549571,06:06:2023 15:26:56,
S3601463,1,28.6,42,21.4146464,06:06:2023 15:23:38,
S3601464,1,28.9,50,25.335449,06:06:2023 14:56:59,
S3601465,1,29.2,51,18.4316525,06:06:2023 15:15:50,
S3601466,1,29,51,16.3467082,06:06:2023 15:26:03,
S3601467,1,29.3,53,17.1689304,06:06:2023 15:17:12,
S3601468,1,29.1,51,22.4286387,06:06:2023 14:52:39,
S3601469,1,29.6,49,25.6299605,06:06:2023 15:27:46,
S3601470,1,29.6,49,18.6152106,06:06:2023 14:55:02,
S3601471,1,28.4,42,24.0505015,06:06:2023 15:00:14,
S3601472,1,28.5,44,20.4520676,06:06:2023 14:29:36,
S3601473,1,29.8,49,27.6934248,06:06:2023 15:06:12,
S3601474,1,28.8,53,16.32854,06:06:2023 14:22:42,
S3601475,1,28.9,48,27.4817906,06:06:2023 15:15:22,
S3601476,1,28.7,50,20.3199145,06:06:2023 15:04:47,
S3601477,1,29.6,52,22.2113348,06:06:2023 14:34:26,
S3601478,1,28.5,52,26.8206029,06:06:2023 14:55:53,
S3601479,1,28.5,47,24.5696186,06:06:2023 15:19:02,
S3601480,1,29,50,21.4463402,06:06:2023 15:26:30,
S3601481,1,29.4,51,24.5359192,06:06:2023 15:14:20,
S3601482,1,28.8,47,22.8337998,06:06:2023 15:19:27,
S3601483,1,28.1,44,18.1505862,06:06:2023 16:32:45,
S3601484,1,29.6,44,21.0810017,06:06:2023 16:04:04,
S3601485,1,29.3,52,20.6915293,06:06:2023 16:09:02,
S3601486,1,29.2,50,27.0262164,06:06:2023 16:23:38,
S3601487,1,29.2,50,26.3078529,06:06:2023 16:22:43,
S3601488,1,29,51,18.5831704,06:06:2023 16:02:02,
S3601489,1,29.1,52,19.0611528,06:06:2023 16:13:27,
S3601490,1,28.5,49,15.4607727,06:06:2023 16:12:09,
S3601491,1,28.7,48,16.9224554,06:06:2023 16:24:28,
S3601492,1,29,52,16.9963128,06:06:2023 16:34:12,
S3601493,1,28.8,45,20.0463782,06:06:2023 16:31:52,
S3601494,1,28.9,45,21.1363559,06:06:2023 15:56:36,
S3601495,1,28.6,44,20.0727771,06:06:2023 16:13:02,
S3601496,1,29.5,50,18.7810465,06:06:2023 10:45:11,
S3601497,1,29.3,51,18.7763012,06:06:2023 16:07:48,
S3601498,1,28.8,43,21.6940757,06:06:2023 16:26:18,
S3601499,1,28.9,52,16.920082,06:06:2023 16:15:24,
S3601500,1,28.8,47,20.5690601,06:06:2023 15:50:54,
S3601501,1,28.5,46,22.1032144,06:06:2023 16:07:16,
S3601502,1,29.3,51,14.5320045,06:06:2023 16:21:46,
S3601503,1,28.8,53,15.6831603,06:06:2023 15:50:01,
S3601504,1,28.8,50,25.7961915,06:06:2023 16:05:28,
S3601505,1,28.3,50,17.5115294,06:06:2023 16:06:49,
S3601506,1,28.2,45,15.2600844,06:06:2023 16:04:49,
S3601507,1,28.8,46,19.2190518,06:06:2023 15:39:55,
S3601508,1,29.2,47,21.1884172,06:06:2023 15:53:38,
S3601509,1,28.2,42,24.4946104,06:06:2023 15:56:07,
S3601510,1,28.6,49,21.7793516,06:06:2023 15:44:03,
S3601511,1,29.2,51,18.9406764,06:06:2023 15:31:48,
S3601512,1,29.1,52,23.3170943,06:06:2023 15:43:10,
S3601513,1,29,48,21.9229518,06:06:2023 15:52:23,
S3601514,1,29.6,45,29.8629318,06:06:2023 16:28:50,
S3601515,1,28.8,52,21.3289987,06:06:2023 15:46:38,
S3601516,1,29.8,51,19.392845,06:06:2023 15:51:23,
S3601517,1,28.8,50,17.0236346,06:06:2023 16:12:36,
S3601518,1,28.9,53,19.2979316,06:06:2023 16:27:49,
S3601519,1,29.4,52,18.5468003,06:06:2023 17:06:36,
S3601520,1,28.4,48,18.1532248,06:06:2023 16:10:00,
S3601521,1,28.6,51,23.2068972,06:06:2023 16:19:47,
S3601522,1,28.4,44,23.046798,06:06:2023 16:18:51,
S3601523,1,28.6,47,22.6134995,06:06:2023 15:54:11,
S3601524,1,28.5,41,20.4631869,06:06:2023 15:54:40,
S3601525,1,28.5,45,19.9929651,06:06:2023 15:50:29,
S3601526,1,29.5,53,15.2861389,06:06:2023 15:41:54,
S3601527,1,29.8,51,21.8423952,06:06:2023 15:36:42,
S3601528,1,28.3,42,28.3271869,06:06:2023 16:20:19,
S3601529,1,28.8,53,20.3085453,06:06:2023 15:39:00,
S3601530,1,28,50,17.490522,06:06:2023 16:31:23,
S3601531,1,29.2,49,20.0894256,06:06:2023 15:46:05,
S3601532,1,28.2,44,20.8636145,06:06:2023 15:55:10,
S3601533,1,29.6,50,19.5077686,06:06:2023 15:51:52,
S3601534,1,29.2,48,25.2565357,06:06:2023 15:49:32,
S3601535,1,29,51,21.3715027,06:06:2023 15:32:48,
S3601536,1,29.4,49,21.4120247,06:06:2023 15:48:37,
S3601537,1,28.6,52,18.5666592,06:06:2023 15:55:39,
S3601538,1,28.9,52,18.0499463,06:06:2023 16:09:32,
S3601539,1,28.8,47,22.0054212,06:06:2023 15:58:13,
S3601540,1,29.1,51,21.7663048,06:06:2023 16:16:19,
S3601541,1,29.3,50,21.8414108,06:06:2023 15:37:10,
S3601542,1,28.4,44,16.4840909,06:06:2023 16:33:17,
S3601543,1,28.9,54,15.558102,06:06:2023 16:25:46,
S3601544,1,29.5,52,20.4637325,06:06:2023 16:23:10,
S3601545,1,29.2,52,17.6719268,06:06:2023 16:03:27,
S3601546,1,29.1,47,19.1877329,06:06:2023 16:02:58,
S3601547,1,29.1,48,22.7722122,06:06:2023 16:22:15,
S3601548,1,28.9,42,19.4016798,06:06:2023 16:14:57,
S3601549,1,28.6,44,22.434578,06:06:2023 16:19:17,
S3601550,1,28.1,44,24.6654949,06:06:2023 16:26:48,
S3601551,1,29,51,19.3752107,06:06:2023 16:36:19,
S3601552,1,28.9,53,17.4263038,06:06:2023 15:38:32,
S3601553,1,29.3,53,15.7786149,06:06:2023 16:35:37,
S3601554,1,28.7,48,28.7637358,06:06:2023 16:32:20,
S3601555,1,28.5,51,19.2813454,06:06:2023 15:49:05,
S3601556,1,29,52,17.6220211,06:06:2023 16:14:30,
S3601557,1,28.3,47,17.1567674,06:06:2023 16:01:29,
S3601558,1,29.1,50,23.7076647,06:06:2023 16:16:56,
S3601559,1,28.8,53,22.8813175,06:06:2023 15:33:43,
S3601560,1,29,50,18.7236493,06:06:2023 16:08:31,
S3601561,1,29.3,52,21.2546316,06:06:2023 15:42:23,
S3601562,1,28.9,46,20.1558683,06:06:2023 16:00:31,
S3601563,1,29.8,52,19.1950928,06:06:2023 15:39:27,
S3601564,1,28.7,42,22.4653941,06:06:2023 15:47:58,
S3601565,1,28.6,53,18.3446539,06:06:2023 15:59:31,
S3601566,1,29.1,51,15.9892197,06:06:2023 15:40:57,
S3601567,1,29,46,20.8108065,06:06:2023 15:47:26,
S3601568,1,28.1,49,17.9987137,06:06:2023 15:38:03,
S3601569,1,28.5,45,20.0147547,06:06:2023 16:33:43,
S3601570,1,29.1,50,20.5311474,06:06:2023 15:57:17,
S3601571,1,29.3,51,22.689867,06:06:2023 15:37:36,
S3601572,1,28.6,53,16.3627169,06:06:2023 10:45:58,
S3601573,1,28.9,49,18.4721969,06:06:2023 16:11:37,
S3601574,1,29.7,52,21.2442583,06:06:2023 15:57:45,
S3601575,1,28.8,52,20.7342239,06:06:2023 16:02:28,
S3601576,1,29.3,49,28.3321713,06:06:2023 15:32:17,
S3601577,1,28.3,44,19.1125108,06:06:2023 15:36:13,
S3601578,1,29.3,44,18.5020038,06:06:2023 16:15:52,
S3601579,1,29,47,18.1030547,06:06:2023 10:46:37,
S3601580,1,29.4,52,20.0347812,06:06:2023 16:21:16,
S3601581,1,28.9,52,21.4277211,06:06:2023 16:20:47,
